"S.elev","S.lat","bs30","S.bs100","S.d.patch","S.pyro500","S.precc100","S.fir100","whr","site.code","fireID"
-1.12227267528397,0.251726680143362,100,0.287366330396049,-0.561816035145037,0.0773728718319842,1.29570278748337,-0.121660704367163,"SMC","AMER.KS03","AMER"
-1.14694469563013,0.250423005736079,33.85,-0.387552210521938,-0.63361607930022,-0.361515550561437,0.834107663456792,-0.735803453058145,"SMC","AMER.KS04","AMER"
-1.12640148106627,0.249190774539932,1.18,-0.381142992338159,-0.806906612257219,-0.65973460680312,0.795487727224221,-0.714340539727907,"HRD","AMER.KS05","AMER"
-1.14044446144346,0.247992457801679,50.48,0.119890672637291,-0.63361607930022,-0.44029039560641,1.13467746254828,-0.674976806477642,"SMC","AMER.KS06","AMER"
-1.11451913545751,0.246842365626647,2.97,-0.851802536355698,-0.806906612257219,-0.136444564718657,1.26165766446349,-0.700551840110708,"SMC","AMER.KS07","AMER"
-1.17084456972288,0.24573032028884,100,0.909617817542979,-0.460325546343221,-0.170205212595074,0.816598743280024,-0.786882941652215,"HRD","AMER.KS08","AMER"
-1.17387129138682,0.244755014911865,90.78,0.579125088588093,-0.561816035145037,-0.293994254808603,1.01649225007839,-0.769557094534758,"PPN","AMER.KS09","AMER"
-1.18224804718042,0.243745788006034,0,-1.09479550401899,-0.806906612257219,-0.586586536404217,0.702711892178076,-0.779113038914776,"NFR","AMER.KS10","AMER"
0.295351186202966,0.799962918335206,22,0.0109339635130415,-0.806906612257219,-0.192712311179352,-1.33408030331395,-0.463802985922141,"EPN","ANCO.HP01","ANCO"
0.227865145408423,0.800770243313931,100,1.60794393791477,0.302672670266446,-0.474051043482827,0.423296514631321,0.52394857176354,"SMC","ANCO.HP02","ANCO"
0.191347439216279,0.801036313301936,100,1.60877992289526,1.30839316003788,-0.592213311050287,0.695810853514169,0.141589355860775,"SMC","ANCO.HP03","ANCO"
0.138541342177105,0.802247239579001,100,1.60097739641066,0.590219427953094,-0.828537846185205,0.166622989934814,-0.212969892874716,"SMC","ANCO.HP04","ANCO"
0.168803976346125,0.803193431192149,100,1.60877992289526,0.406127118441775,-0.749763001140232,0.452376723505096,-0.0844578345119551,"SMC","ANCO.HP05","ANCO"
0.123492509558834,0.804330823809576,100,1.60877992289526,0.302672670266446,-1.0142214095055,0.235886219317525,-0.183566717880745,"SMC","ANCO.HP06","ANCO"
0.0983164174745518,0.804760272195803,100,1.60877992289526,0.512816323232301,-1.07611593061226,0.341097479262681,-0.34992433143929,"SMC","ANCO.HP07","ANCO"
0.101150675383931,0.806039902121132,100,1.60877992289526,1.05949019120065,-1.05360883202799,0.321161146082372,-0.0230635163708195,"SMC","ANCO.HP08","ANCO"
0.0959908137736469,0.806127220350389,100,1.60877992289526,0.977234951557059,-0.918566240522317,0.64296861674681,0.446953933349486,"SMC","ANCO.HP09","ANCO"
0.0883907867037923,0.807205708041951,100,1.36132836866934,-0.031951348873519,-0.744136226494163,0.157096077500709,-0.339455534486233,"SMC","ANCO.HP10","ANCO"
0.242989588787413,0.797912021532956,52,0.0139992417748492,-0.561816035145037,1.53470750516398,-0.0916359688100811,-0.201006951121888,"EPN","ANCO.RM01","ANCO"
0.217517927365775,0.798003439288756,55,0.393815084578819,-0.419428980565369,0.836987449051367,-0.490247615224353,-0.469434068766363,"NFR","ANCO.RM02","ANCO"
0.15820243119924,0.797929671743435,100,1.54691703433878,0.837042910394846,0.34745805484332,-0.413876123707132,-0.528963610250513,"NFR","ANCO.RM03","ANCO"
0.0765542657984957,0.796973194055389,73,1.22478415518883,0.579417651398774,-0.158951663302935,-1.03351050422246,-0.677868098284854,"NFR","ANCO.RM04","ANCO"
0.0239406325138791,0.796042039660082,100,1.58955226834392,0.512816323232301,0.0942531957701926,-0.165359871556397,-0.307629420881094,"NFR","ANCO.RM05","ANCO"
-0.00579043509493395,0.79524812448996,99,1.57366855371456,0.442691420895702,0.730078730776046,-0.31710384761331,-0.136780359545868,"SMC","ANCO.RM06","ANCO"
-0.0417788659620451,0.793954209044511,51,0.00229545204794766,-0.561816035145037,0.746959054714254,-1.52356310092843,-0.783567783150908,"SMC","ANCO.RM07","ANCO"
-0.131955008677833,0.792760342824508,20,0.119054687656798,-0.806906612257219,0.730078730776046,-0.0343190109805274,-0.428348549735838,"NFR","ANCO.RM08","ANCO"
-0.132566768469105,0.791751254999069,91,0.459857898037764,-0.460325546343221,0.386845477365807,-0.52908033364496,-0.491227135130457,"NFR","ANCO.RM09","ANCO"
-0.166115033876646,0.79046108172459,0,-0.78102247467396,-0.806906612257219,-0.372769099853576,-0.610378263382918,-0.532230225359479,"NFR","ANCO.RM10","ANCO"
-0.180325274421487,0.789078009055685,0,-0.646707554474757,-0.806906612257219,-0.755389775786302,-0.417369774294547,-0.442019046110467,"NFR","ANCO.RM11","ANCO"
0.348700305978213,0.14076839551774,76,0.324706992858068,-0.287035013386222,1.27024909679872,-0.639195027861796,-0.341619744283844,"JPN","ANGO.BW01","ANGO"
0.358958165849102,0.141961536148194,43,0.426418498818045,-0.561816035145037,2.44061822318117,-0.143473721080097,0.122537850344866,"JPN","ANGO.BW02","ANGO"
0.403254615454619,0.143116901520777,100,1.53716387623303,0.418430746281722,1.50094685728757,-0.131709915384206,-0.0094957553768298,"JPN","ANGO.BW03","ANGO"
0.485603898818396,0.144487375910018,61,1.40507824931514,0.203550485415043,0.414979350596154,-0.117210340814943,0.213219275207413,"JPN","ANGO.BW04","ANGO"
0.574561104421985,0.145598478688514,100,1.60655062961395,0.54655021364793,0.341831280197251,-0.703759171332806,-0.283141055423045,"JPN","ANGO.BW05","ANGO"
0.726820555393661,0.146769803767595,100,1.53716387623303,0.0595460525277765,0.921389068742409,-0.00652316151573144,-0.232694341130216,"SMC","ANGO.BW06","ANGO"
0.76988432047594,0.147900851555895,51,0.275105217348818,-0.561816035145037,2.21554723733839,0.269444982904553,0.680579072862504,"SMC","ANGO.BW07","ANGO"
0.629007725845246,0.148803114541954,5,-0.820592430417294,-0.806906612257219,2.71070340619251,0.647426906270913,2.84764791512965,"SMC","ANGO.BW08","ANGO"
0.464788027268914,0.150149697780342,100,1.41706070070221,0.0595460525277765,1.65286977273144,0.423296514631321,1.20271461284248,"SMC","ANGO.BW09","ANGO"
0.349655751045482,0.151324160191139,100,1.60877992289526,0.663521323393904,0.00985157607915018,0.246228497804476,0.242543854479351,"SMC","ANGO.BW10","ANGO"
0.485173146605814,0.140239419525529,35,0.48995335733551,-0.63361607930022,-0.530318789943522,0.199666785972265,0.376411051689579,"SMC","ANGO.DM01","ANGO"
0.566092699221447,0.140073065883815,100,1.60877992289526,0.355584046329317,-0.530318789943522,0.683388984531949,1.37690029241038,"SMC","ANGO.DM02","ANGO"
0.523895021034678,0.1388512193209,100,1.60877992289526,1.1688942810075,-0.924193015168387,0.813680589747003,1.7376966880113,"SMC","ANGO.DM03","ANGO"
0.47364365121374,0.137638844040426,100,1.60877992289526,2.0772254912571,-1.08174270525833,0.476633873535472,0.449100498479083,"JPN","ANGO.DM04","ANGO"
0.387328239764972,0.136435489132541,100,1.60877992289526,1.52448645463526,-0.946700113752665,0.186148869666828,0.394156290733617,"JPN","ANGO.DM05","ANGO"
0.332682280881634,0.13520607065653,100,1.60487865965296,0.790774338095327,-0.845418170123414,0.237345295573358,0.353928809825035,"JPN","ANGO.DM06","ANGO"
0.338220196295514,0.134053746341779,100,1.60877992289526,0.752708184355773,-0.873552043353761,0.327808051011579,0.16875471180863,"JPN","ANGO.DM07","ANGO"
0.331209016665199,0.132872342421394,100,1.60877992289526,1.1688942810075,-0.856671719415553,0.318324052284601,1.26299656530021,"LPN","ANGO.DM08","ANGO"
0.345410092269346,0.132003814453962,100,1.60877992289526,1.62534154481624,-1.05923560667405,-0.031558595310694,1.02880864977312,"LPN","ANGO.DM09","ANGO"
-0.674693631589767,-0.703285562107815,12.44,-0.850687889715041,-0.806906612257219,0.724451956129976,-0.436748136849705,-0.700297513516555,"PPN","ASPE.MF01","ASPE"
-0.749477256411288,-0.702208463316485,0,-1.07222390954568,-0.806906612257219,1.21398135033802,0.34864548982257,-0.730990793802344,"HRD","ASPE.MF02","ASPE"
-0.699789530442983,-0.701058765592381,23.04,-0.372225819212901,-0.806906612257219,0.617543237854656,-0.277708776960241,-0.775931078746111,"PPN","ASPE.MF03","ASPE"
-0.7099419934959,-0.70080561534088,94.27,0.423631882216402,-0.561816035145037,0.758212604006394,-0.322782416305487,-0.760485992085556,"PPN","ASPE.MF04","ASPE"
-0.721647913996318,-0.701544249290287,23.8,0.584419660131215,-0.806906612257219,1.61348235020896,-1.19921429547038,-0.779672471911872,"PPN","ASPE.MF05","ASPE"
-0.718318749289506,-0.702256395196242,26.9,-0.34575296149729,-0.63361607930022,1.32089006861334,-0.870724866507569,-0.775114128972575,"NFR","ASPE.MF06","ASPE"
-0.696329765331292,-0.703255708938871,1.82,-0.611874846954217,-0.806906612257219,0.69069130825356,-0.563687808897297,-0.786094407522976,"NFR","ASPE.MF07","ASPE"
-0.738534317223581,-0.704508478235408,25.72,-0.438825955992173,-0.63361607930022,0.369965153427598,-1.02745962759944,-0.786882941652215,"NFR","ASPE.MF08","ASPE"
-0.840074986398965,-0.705549510548568,0.82,-0.786874369537411,-0.806906612257219,0.375591928073668,-0.258440382024369,-0.786882941652215,"HRD","ASPE.MF09","ASPE"
-0.924568865884955,-0.706367599708047,13.79,-0.962152553780769,-0.806906612257219,0.268683209798347,0.311758207090643,-0.786882941652215,"HRD","ASPE.MF10","ASPE"
-0.629987050888229,-0.704104925128399,48.25,-0.210602056317594,-0.63361607930022,1.47843975870329,0.0651742458066553,-0.72058036361866,"PPN","ASPE.RF01","ASPE"
-0.643828402570168,-0.70427206468041,40.95,0.450104739932012,-0.561816035145037,1.01704423772559,-0.158064488234522,-0.592049300552621,"SMC","ASPE.RF02","ASPE"
-0.654157290731429,-0.704499143640116,55.37,0.931074765375632,-0.31678322154384,1.68100364596179,0.300085593469238,-0.389352221886444,"SMC","ASPE.RF04","ASPE"
-0.631238065292853,-0.705580553923693,91.78,0.524228741535722,-0.460325546343221,1.07331198418629,0.460356049172983,-0.347124576486232,"PPN","ASPE.RF05","ASPE"
-0.610676520847609,-0.705945773765102,61.29,-0.697702638284828,-0.63361607930022,0.893255195512062,0.450370493270317,-0.378356551528715,"SMC","ASPE.RF06","ASPE"
-0.576917461804125,-0.706603590038736,8.62,-1.00673841940706,-0.806906612257219,0.398099026657946,0.135331517137959,-0.626209986267245,"SMC","ASPE.RF07","ASPE"
-0.426012130819872,-0.705757195979162,0.87,-0.820035107096965,-0.806906612257219,0.218042237983722,0.0243200983870755,-0.698545215451579,"NFR","ASPE.RF08","ASPE"
-0.419495857986991,-0.705992313589895,0,-1.03934183364629,-0.806906612257219,-0.108310691488309,0.418270805939122,-0.713549267632941,"SMC","ASPE.RF09","ASPE"
-0.364038801852302,-0.706267246594376,100,-0.30060977255067,-0.561816035145037,-0.226472959055769,0.345316971188348,-0.689958954933193,"NFR","ASPE.RF10","ASPE"
0.830606635038885,-0.377821252282701,61,0.491625327296496,-0.561816035145037,0.544395167455753,-0.610378263382918,-0.778669044472637,"NFR","AZUS.DM01","AZUS"
0.885408397914007,-0.378265990809661,18,0.109858852871376,-0.806906612257219,0.746959054714254,-0.174798273990794,-0.735662447823229,"NFR","AZUS.DM02","AZUS"
0.947012838018675,-0.378786240690107,100,1.58091375687883,0.203550485415043,1.20835457569195,-0.712041577578739,-0.778652938791893,"NFR","AZUS.DM03","AZUS"
1.00340930057442,-0.379264633735505,100,1.52350945488498,0.0595460525277765,1.50657363193364,-0.464470593881369,-0.752954070369104,"NFR","AZUS.DM04","AZUS"
0.856380739503399,-0.379393682610326,52,-0.422942241362807,-0.460325546343221,0.420606125242224,-0.396623527558042,-0.758687979037278,"NFR","AZUS.RS01","AZUS"
0.88106421602542,-0.378962202682153,84,1.00714939860049,-0.182078713925266,0.628796787146795,-0.241231859840192,-0.676991949252365,"NFR","AZUS.RS02","AZUS"
0.857957109302633,-0.378208761701929,81,0.977889924283237,-0.419428980565369,0.229295787275861,-0.343367228389141,-0.742024111188812,"NFR","AZUS.RS03","AZUS"
0.889159149892709,-0.3802258195968,51,0.252254961215344,-0.460325546343221,0.865121322281714,-0.903044730116806,-0.760072172821244,"NFR","AZUS.RS04","AZUS"
-0.996566348735736,1.22615147549648,35.54,0.0747474836906713,-0.63361607930022,3.10457763141737,-0.851125917600865,-0.78166985490891,"EPN","BALD.KM01","BALD"
-1.0103023035997,1.22581810424966,20.83,-0.188587785164613,-0.806906612257219,2.93014761738922,-0.656792675586608,-0.786882941652215,"EPN","BALD.KM02","BALD"
-0.974960001051464,1.22447048043754,66,-0.252122643682078,-0.63361607930022,2.84011922305211,-0.647455976998828,-0.786882941652215,"EPN","BALD.KM03","BALD"
-0.956708021660912,1.22471931109238,30.73,-0.434646031089709,-0.63361607930022,1.81041946282139,-0.686250251156036,-0.776456768165604,"EPN","BALD.KM04","BALD"
-0.977911111954682,1.22537527983227,11.14,-0.735321962407012,-0.806906612257219,0.718825181483907,-0.822719518223188,-0.786882941652215,"EPN","BALD.KM05","BALD"
-1.01500162694015,1.22655307549483,99.37,-0.334885156750881,-0.63361607930022,0.426232899888293,-0.446272664933631,-0.786882941652215,"EPN","BALD.KM06","BALD"
-1.0527634738314,1.22782413911215,0.57,-0.948776794092882,-0.806906612257219,0.696318082899629,-0.632102293878044,-0.781814662874001,"EPN","BALD.KM07","BALD"
-1.07214503216239,1.22927509323955,11.71,-0.746468428813584,-0.806906612257219,1.66975009666965,-1.15146773574012,-0.786882941652215,"OTH","BALD.KM08","BALD"
-1.1054641740526,1.2304180046345,16.67,-0.68878546515957,-0.806906612257219,1.44467911082687,-1.0397571763897,-0.775479314401234,"OTH","BALD.KM09","BALD"
-1.12152802385265,1.23049466866367,10.59,-0.735043300746847,-0.806906612257219,0.409352575950085,-1.19838617066729,-0.786882941652215,"OTH","BALD.KM10","BALD"
-1.04125230832071,1.22703900847083,26.11,-0.129232851549612,-0.63361607930022,2.69944985690037,-1.00322480436063,-0.767157748569437,"EPN","BALD.KO01","BALD"
-1.05710765571999,1.2268195063195,64.3,0.962284871314035,-0.63361607930022,2.00172980078775,-1.63674013062469,-0.767157748569437,"EPN","BALD.KO02","BALD"
-1.04092924416128,1.22575512242433,21.74,-0.29029929112459,-0.806906612257219,1.42217201224259,-1.17851117998933,-0.786882941652215,"NFR","BALD.KO03","BALD"
-1.05557711062422,1.22656921066999,1.71,-0.0562234965865599,-0.806906612257219,1.18584747710768,-1.96148328125139,-0.776544383068853,"NFR","BALD.KO04","BALD"
-1.08033619790696,1.22692414628583,57.13,0.255041577816987,-0.63361607930022,1.52345395587185,-1.18657676867882,-0.786882941652215,"NFR","BALD.KO05","BALD"
-1.13363949297874,1.2262203375887,29.91,0.0736328370500138,-0.63361607930022,1.66975009666965,-1.20859970752219,-0.755604421192381,"NFR","BALD.KO06","BALD"
-1.10575286968444,1.22711700624672,24.94,-0.622185328380297,-0.806906612257219,2.17615981481591,-1.20803228886477,-0.776746384095788,"NFR","BALD.KO07","BALD"
-1.09878751475759,1.228639401192,8.5,0.591107539975159,-0.806906612257219,0.91013551945027,-1.79460138457178,-0.786882941652215,"OTH","BALD.KO08","BALD"
-1.07751568740862,1.22856222457243,100,1.55778483908519,0.0595460525277765,0.12238706900054,-1.52011258159648,-0.775479314401234,"EPN","BALD.KO09","BALD"
-1.04248728407913,1.22721579455636,21.56,0.123234612559263,-0.806906612257219,1.20835457569195,-1.59671410800819,-0.786882941652215,"NFR","BALD.KO10","BALD"
-0.490180463083468,1.77791346550499,100,1.58537234344146,-0.031951348873519,-0.339008451977159,-0.303972157736071,-0.783225019441576,"EPN","BAPO.MM01","BAPO"
-0.47378896665364,1.77921396695379,56.25,0.990429698990632,0.0595460525277765,-0.822911071539136,-0.181181734525103,-0.77087953198067,"EPN","BAPO.MM02","BAPO"
-0.454056849341132,1.78045397294527,76.45,1.4967579355092,1.51801694140487,-0.856671719415553,0.0645814960458055,-0.758876974727012,"EPN","BAPO.MM03","BAPO"
-0.422694422288925,1.78174022248822,100,1.57812714027719,0.289098245184815,-0.592213311050287,-0.438207213105538,-0.62477346691606,"EPN","BAPO.MM04","BAPO"
-0.420407769585967,1.78207840275109,100,1.60877992289526,0.0767018152905195,-0.119564240780448,-0.244110578396739,-0.773042154909257,"EPN","BAPO.MM05","BAPO"
-0.419656244449122,1.78197914144844,67.26,0.254205592836494,-0.63361607930022,0.116760294354471,-0.229559246218787,-0.781034646860356,"EPN","BAPO.MM06","BAPO"
-0.416086500049112,1.78201281358989,0,-1.02652339727873,-0.806906612257219,0.336204505551181,0.158028265477425,-0.784370097552092,"EPN","BAPO.MM07","BAPO"
-0.423083932268387,1.78205499204495,84.53,0.980119217564552,-0.0924297448755118,0.285563533736556,-0.447691211832517,-0.786882941652215,"EPN","BAPO.MM08","BAPO"
-0.435846112183699,1.78213682385994,100,1.60599330629362,0.418430746281722,-0.0632964943197533,-0.924079752351639,-0.716155811004594,"EPN","BAPO.MM09","BAPO"
-0.424905464231165,1.78213715717424,49.81,1.15400409350709,-0.182078713925266,-0.265860381578255,-0.712513631931867,-0.749558992868212,"EPN","BAPO.MM10","BAPO"
-0.503630013550772,1.77643826531882,89.59,1.09464915989209,-0.419428980565369,0.673810984315351,-1.26158242995695,-0.734440630617767,"EPN","BAPO.SS01","BAPO"
-0.51918979161269,1.77535872525045,23.8,0.263122765961753,-0.806906612257219,1.50657363193364,-1.95259203279594,-0.786882941652215,"EPN","BAPO.SS02","BAPO"
-0.534939742193993,1.77461150872982,4.04,-0.431580752827901,-0.806906612257219,1.40529168830439,-2.4058177307319,-0.786882941652215,"NFR","BAPO.SS03","BAPO"
-0.532618720963434,1.7735187310036,92.03,0.872277155080959,-0.460325546343221,0.887628420865992,-1.53835104041184,-0.784429724361248,"EPN","BAPO.SS04","BAPO"
-0.532000087466642,1.77249024410106,98.25,1.47418634103589,0.0595460525277765,1.33777039255155,-0.587033036140108,-0.781034646860356,"EPN","BAPO.SS05","BAPO"
-0.538807347166533,1.77122652356961,70.76,0.538997809524431,-0.63361607930022,1.22523489963016,-0.650543402031529,-0.786882941652215,"EPN","BAPO.SS06","BAPO"
-0.528966492097185,1.76993037935675,12,-0.820592430417294,-0.806906612257219,0.212415463337652,-1.25909997313924,-0.786882941652215,"EPN","BAPO.SS07","BAPO"
-0.522713711309234,1.76874910244173,31.97,-0.917288026494314,-0.63361607930022,0.285563533736556,-0.509701971089803,-0.783225019441576,"EPN","BAPO.SS08","BAPO"
-0.532481246853036,1.76776243206976,50.7,0.134938402286165,-0.561816035145037,0.831360674405297,-0.927160025355158,-0.740416621088927,"EPN","BAPO.SS09","BAPO"
-0.529782171818882,1.76651098237801,100,0.985692450767839,-0.419428980565369,0.274309984444417,-0.918243445285598,-0.686388647625803,"EPN","BAPO.SS10","BAPO"
-0.271596627550115,0.76562577749213,8.34,-1.07779714274896,-0.806906612257219,-0.918566240522317,-0.586531478453744,-0.358647989737749,"SMC","BARR.AR03","BARR"
-0.301075659289865,0.764774676020795,0.89,-1.11040055698819,-0.806906612257219,-0.721629127909885,-0.635440051167028,-0.450602769984136,"SMC","BARR.AR04","BARR"
-0.359245537869747,0.764422708142349,2.09,-1.01760622415347,-0.806906612257219,-0.445917170252479,-1.01891973757871,-0.756217725515123,"SMC","BARR.AR05","BARR"
-0.465015827175053,0.763953050944887,11.04,-1.0142622842315,-0.806906612257219,-0.54719911388173,-0.486356744357669,-0.636513863951404,"SMC","BARR.AR06","BARR"
-0.545360279762186,0.763386928684125,23.35,-0.37027518759175,-0.806906612257219,-0.198339085825421,-1.34738364955172,-0.619757513705065,"SMC","BARR.AR07","BARR"
-0.562480388977126,0.762979876048945,6.35,-0.838705438327975,-0.806906612257219,0.0829996464780536,-0.484897667591159,-0.244984765058178,"SMC","BARR.AR08","BARR"
-0.455239126690558,0.764148168555347,18.79,-0.86935822094605,-0.806906612257219,-0.429036846314271,-0.629346260326198,-0.152288197420911,"SMC","BARR.AR09","BARR"
-0.379699394261846,0.764957476014414,17.41,-0.930942447842365,-0.806906612257219,-0.682241705387398,-0.493928169450798,-0.221793455363765,"SMC","BARR.AR10","BARR"
-0.0858255709336715,0.765477473243929,0,-1.11374449691016,-0.806906612257219,-0.766643325078441,-1.20859970752219,-0.572357851047446,"SMC","BARR.JC01","BARR"
-0.105255245203303,0.764289105078089,0.08,-1.10399133880441,-0.806906612257219,0.246176111214069,-0.583339748186589,-0.453135186960163,"SMC","BARR.JC02","BARR"
-0.0950019678027601,0.763118631451688,96.33,1.21196571882127,-0.113744480429223,1.54596105445612,-0.696463788010931,-0.3343738700978,"SMC","BARR.JC03","BARR"
-0.107784768834632,0.762596395718592,60.53,0.430877085380674,-0.31678322154384,1.76540526565283,-1.39244337091029,-0.700407032145616,"SMC","BARR.JC04","BARR"
-0.407787646251399,0.76149323189055,33.9,-0.298937802589684,-0.63361607930022,1.29838297002907,-1.49603781622575,-0.710307516212734,"SMC","BARR.JC05","BARR"
-0.424669467008315,0.761305761090999,60.78,0.282907743833419,-0.258904183536202,2.77822470194534,-1.54710550050023,-0.7692723460992,"SMC","BARR.JC06","BARR"
-0.381454480404598,0.76171742143737,61.77,0.0187364899976425,-0.419428980565369,1.55721460374826,-0.450882942099671,-0.638108728987105,"SMC","BARR.JC07","BARR"
-0.324682255280432,0.762857327510041,93.06,0.631513480698986,-0.31678322154384,0.538768392809683,-0.0631815893003213,-0.664176981197764,"SMC","BARR.JC08","BARR"
-0.292226909050558,0.764079284543146,0,-1.1056633087654,-0.806906612257219,0.0604925478937756,-0.691858577269848,-0.517316526047092,"SMC","BARR.JC09","BARR"
0.110476002539285,0.537775522080896,100,1.5522116058819,0.0595460525277765,-0.530318789943522,1.10021170471589,1.92228530535669,"SMC","BASS.KS07","BASS"
-0.0497615293058415,0.540868356061952,91,-0.0135882625814187,-0.63361607930022,-0.620347184280634,-0.059895984373226,-0.540195652149375,"NFR","BASS.RG01","BASS"
-0.0870788765734697,0.539710822079533,32,-0.110283858658438,-0.63361607930022,-0.237726508347908,0.45013388596486,0.107961216813135,"SMC","BASS.RG02","BASS"
