"b0","b1","deviance"
4.93927963082922,-0.0407139823971842,23.9494363856895
5.04832494775829,-0.0306713154653827,25.00871229392
5.16803362737791,-0.0553634385205982,25.1278874824733
5.32984082666481,-0.0538566462619621,22.0454837787692
5.05262814383142,-0.0362398915019672,23.0183644450301
5.15605883372328,-0.0428085777587127,22.598661955265
5.20566596816291,-0.050960343664494,22.9785669440846
5.06770292963785,-0.0383398352857499,29.7780816356788
4.76375608780858,-0.0290599390023579,23.643705364901
4.98279219594854,-0.04507251287564,23.9650099864616
5.27262764139503,-0.0418595982739813,23.4346422439278
4.87702226166202,-0.0381060975999983,23.7854769065735
4.28108386721136,-0.0118230834999227,29.3008443992707
5.51978325696569,-0.0728630422527276,31.4883149021482
5.66297635027738,-0.0557732650004709,26.3715288276934
5.19300488699752,-0.0390979183440938,22.828386094111
5.15079724618022,-0.0385419340928826,22.5508598408159
4.98720596015137,-0.0451208404027382,25.9646864468282
5.10735229255103,-0.0511981796645109,24.356071071256
5.28490922367014,-0.05876683249819,25.6119200051017
5.29512129450951,-0.044247041755407,22.633392759901
5.17905865382763,-0.0482019967297905,21.999308192758
5.57682241194342,-0.0655494255594212,24.1627685023103
5.56718510553786,-0.0670921396215826,25.3860280693171
5.40160281037925,-0.0501960417474349,23.2713343833086
4.98250242396038,-0.0382294108418953,22.1128881815688
5.09201432090551,-0.0424857385642935,26.372853193358
5.18377559058159,-0.0380022554680794,23.1177086726057
4.6423521514687,-0.0219754417998856,25.7002720103412
5.86188379284475,-0.0864852280012352,31.4216420210125
4.88689364212492,-0.0365626924707945,27.6669104509909
5.47378881602074,-0.0652072478005115,26.4829548482973
5.26602545803529,-0.0415822240334635,22.9689384049313
5.04447587866746,-0.0349198933774655,23.5714466771758
5.1049756567706,-0.0458137210248459,22.3378232423778
5.57587390290097,-0.0674154819793313,24.8788312308934
5.08461109861518,-0.0314071628878079,24.6987545470568
5.08985116695672,-0.0401202704298765,21.8782165168502
4.98058003505327,-0.0348574088358853,25.7277712212146
5.3368580768283,-0.0471066199098829,23.2518249839437
5.01008561101112,-0.0271280595312793,25.8141399453539
5.21634648434383,-0.048559269780899,22.8434726693914
5.27314716535341,-0.0473785179797473,32.5385840956257
5.14532507443217,-0.0376856707137093,23.5916891638221
5.08711853192349,-0.0450682592804884,26.3424205995455
5.28920640593376,-0.0514316360066771,23.9457196383713
5.17054357269942,-0.0519717581603509,23.7897620393083
5.3268228399745,-0.0597967653413682,25.0073663683404
4.93709711243587,-0.0325478386134198,23.0722091874398
4.38847194826011,-0.0173316588190908,28.1296339907512
5.61015467736786,-0.0662954599557954,24.7263827550373
5.13774242256721,-0.0459879595331759,21.8037043337882
4.48478225916595,-0.0071649453041376,30.0316884108138
5.3233668252251,-0.0525714152741098,23.4739618461661
4.77820260460931,-0.0250709011521778,24.8383550043699
5.83444766187807,-0.054005669467768,31.0520073637582
5.63648956368259,-0.0747311266500334,27.7914372072653
5.37178714802954,-0.0580523408921741,28.8784968982816
5.1391561576757,-0.0412914980385758,21.6905130456277
5.12562357931077,-0.0409274079625446,22.9193091250585
5.19208823254108,-0.0477697082547105,21.7868868277347
4.99045660636338,-0.0399674454493463,22.3614845686561
5.53585363733173,-0.0498470707527401,24.9299547921654
4.81762744109146,-0.0256291887470341,29.5883056083528
5.23833059919639,-0.058285664695055,25.9461459595055
5.02721742019073,-0.0347276662122586,23.3353869009749
5.35084571760305,-0.0548375413156968,22.4986135172963
4.76812636457574,-0.0386252356468096,26.0092932615591
5.55910338323925,-0.0564270693316713,23.9000253516945
5.068607799965,-0.0484853578241986,25.3393479834842
5.30536672649996,-0.0605915380586104,26.3281182967342
5.53826807157297,-0.0633996188616491,23.5925902522422
5.90093778384238,-0.0668356907690873,27.0972682071194
5.1780860007512,-0.052026441178878,23.9193054095564
5.77743574949615,-0.0643369246345649,25.466057639647
5.0164297856709,-0.0354584455558914,25.351520804776
5.04175792411509,-0.0343782457700779,22.8645437584005
5.47356164648822,-0.0513282917121174,30.7829350912849
4.7889756965862,-0.0328585218643444,23.7139500913137
5.59544915004403,-0.0597734223680991,23.2638120480995
5.02255932782702,-0.0385458205359699,26.2116035366334
5.43270793458019,-0.0533821815125587,22.4662559792312
5.18102671890148,-0.0447756157485358,21.6465749507668
4.86627230961385,-0.0371031109606593,23.8618302940981
5.29967669167969,-0.0537420752333053,28.0880252720447
5.60849201393709,-0.0558952920536587,24.4222577839828
4.41023405644498,-0.00685484941509376,33.9337268334727
4.97940353550917,-0.0377286716326534,28.9749557804174
5.33791633124029,-0.0426482983379577,24.3216147184245
4.63687882968651,-0.0484097275601515,36.0279959966253
5.87182406484358,-0.0834560633821276,29.6705177115362
4.96379877188684,-0.0401091754571362,23.9391520023409
5.3582159330976,-0.057294992354314,25.8154206001426
5.0772264927063,-0.0424561752744237,30.4770989291956
5.22847178427164,-0.0409188606164265,22.8044588115352
5.31531889626756,-0.0466183692818595,22.330115009777
4.95204493531353,-0.0340440994782367,25.175868017078
4.96124123681186,-0.0410505174059112,22.8167225889029
5.00759236271835,-0.0325931438633262,24.1198536168911
4.7781256413442,-0.0373680990321574,25.7288866581626
6.35022415983728,-0.0988848864747565,33.9593990499924
5.5261634192376,-0.0671430946865476,25.1187959728256
4.98939305335158,-0.041964892405771,25.1834989658085
5.01988538040172,-0.0394764745778187,21.9176634081668
5.25344360300015,-0.0422561216592031,22.5118653926851
4.79326399862884,-0.0150542508032627,29.4750580334983
5.23195966278837,-0.0374487083782128,24.369921462636
5.4389284082498,-0.0656551882082611,25.8095459185937
5.62391410474372,-0.0709472808630327,27.2880705786905
4.58033943099739,-0.0248756659048668,26.6775985767753
5.20313135616758,-0.0431394344883967,22.285148433194
5.18605048142681,-0.045814539936937,22.0312278140469
4.53690448841719,-0.027410761092973,27.2189708061981
5.38239917171961,-0.0482229210951671,22.9411849837997
4.82966594047435,-0.0249244411317443,26.8044659759606
5.44131672894229,-0.0523062235874279,22.4081747967296
4.36652330253568,-0.0227565520013857,30.7796525090533
4.97344199667652,-0.0259390164446515,25.7457594742064
5.37063969636974,-0.0557812008071618,22.4715596450489
4.97673004306577,-0.0365056430013699,22.292962734936
5.47549399207975,-0.0581848724200581,23.0568966067621
4.59170455103902,-0.00760298938439075,32.5385473212217
5.68247649116443,-0.0506206351514528,29.9910893039897
4.35856390651998,-0.00290581943665089,37.0698179233266
5.28813623651046,-0.0546505396843067,25.5837204490885
5.28125015193849,-0.0524975090481199,22.3502601148368
4.93094446073179,-0.0385680348743705,24.4544133710173
5.13395298392098,-0.034571274523736,24.4883794748106
5.96250917651649,-0.075029960026332,28.9955922069363
5.06837036742189,-0.0360043429935073,22.500936201347
5.11516047183272,-0.045465606349852,23.2391041245173
5.24408713869468,-0.0406647071856774,23.2611030065733
5.68822354041195,-0.0698059612691487,25.5556734171749
5.25289273347935,-0.0378923042142044,24.9525791754816
5.64201010092603,-0.0608901276508411,24.3710593546214
5.13581057730564,-0.0431051690701525,21.7150598164557
4.63369375079377,-0.0306642993960602,26.1996377131142
4.41851935119809,-0.0194342695140767,29.8351110632447
4.79364539563883,-0.0338767751835783,29.2715136252144
5.1329971679411,-0.0486252734524916,23.0637785206964
4.7878481012461,-0.030545247506434,23.5597465695766
5.99707769811954,-0.0700590006069073,28.3341426796387
5.41118521993019,-0.0531278991805092,31.2823659149703
4.85741491769217,-0.0390371016695601,24.250146910471
4.89420358955307,-0.0390319095120992,23.3649417921286
4.0671008796754,-0.00390974822081493,33.7112383299976
5.26489224473262,-0.0494165610966798,21.7736009256738
5.08650398872919,-0.0364169982721129,22.5131465912639
6.32652783734092,-0.0942503538688548,32.6683943391729
5.61811114918196,-0.0618614141060435,23.809266592161
5.60317748163559,-0.061988813918462,23.7698988764195
5.34295290422782,-0.051791907129139,25.2018158712025
5.09708696132027,-0.0454131206739343,22.3761270697635
4.66257639058326,-0.0178210765483002,26.4978374764522
4.79667399918782,-0.0336472796386145,29.2044144294951
5.39888572007735,-0.0548266732789628,25.3188943788251
5.43938626142037,-0.0506957483603863,22.8006719221467
4.90989560967417,-0.0197334905877476,28.8495951067831
5.24040487318632,-0.0526045590242362,24.9007528988557
5.00157697522037,-0.0283967585020624,29.701233404228
5.4904744083828,-0.0615035216671556,23.8899845487275
5.35434546099287,-0.0419374254067668,25.2192173476532
4.61626566802607,-0.0343293691836145,28.2039027687913
5.15635506117704,-0.0511614112655804,24.3525019910538
5.75384770411824,-0.0619629955554812,25.5933585117291
4.94520705546982,-0.0336125931285211,22.7274191397401
5.00994744884644,-0.0424060436519287,22.6485806701087
5.23182523258539,-0.0511011041395169,22.5749269643141
5.00099629569491,-0.033920148104651,24.1656291260461
5.49840830274609,-0.052462192439216,23.4386258760688
5.01834447208418,-0.0342861266533691,22.5807292774335
4.66531712865408,-0.0212259854656142,25.0878967840872
5.12383223036769,-0.0363849302156424,27.110790776139
5.54938870394742,-0.0523590248493049,25.5500020995273
5.0571980782733,-0.040804749748174,21.7753852485561
4.70778797980683,-0.0192707167086773,26.8239055442603
5.3012675145252,-0.0459806096844172,22.0242012853536
5.07666513467061,-0.0431091826241843,22.8522749764527
5.10354015400917,-0.0459310680727584,27.8415476250212
5.36702139266345,-0.0613174471371465,24.5644985226925
5.12189833813518,-0.0477165564527283,23.5424531790406
5.51354364955464,-0.0516889055323157,23.8169419519849
5.14772116439259,-0.0465010164633039,22.0362384613636
5.15357107025125,-0.0430881380015036,21.7873142441447
4.2073617701538,-0.0121084531314223,31.8047488447757
4.39683234090945,-0.0267424215384485,30.518764000594
4.82341866115786,-0.0307872288777352,23.1666891394029
4.61552129034028,-0.0243838395324141,25.1848229385916
5.43187626973864,-0.0512116801080269,25.1610172287268
