"b0","b.bs","b.bs2","b.precc","b.elev","b.lat","b.size","b.elevlat","b.bs.precc"
0.821375884240136,0.754423399906589,-0.0268157751347955,0.332418365313771,0.0964620562184049,-0.13714712754001,0.112482282802785,0.068656270641442,0.0726678351220241
0.808217231528909,0.760025766399523,-0.0358857232127883,0.318569573748578,0.0916123485588238,-0.171704303264153,0.124467267866583,0.0638605909742326,-0.017645518027955
0.653553549083854,0.76608667336437,0.0332220603725573,0.359386241344202,0.130012604395795,-0.159585100522145,0.147245283150075,0.0881645392512254,0.0461449916446777
0.811088016597262,0.815255807957232,-0.0924736844400245,0.276077983178128,0.100730908869977,-0.158875050304573,0.133309613802816,0.0947778153360286,0.0567504806272325
0.804490590105669,0.743342359300616,-0.0544824919566025,0.344893714875109,0.0963714241231604,-0.135250895796441,0.130825378709973,0.0565991542729642,0.078935494980124
0.652045004788796,0.783615613127829,-0.0289909253519391,0.308236954928056,0.116536948874394,-0.17508950765027,0.169063568654626,0.10968426012196,0.0538499483577455
0.798766210653478,0.745183361734876,-0.0372846221829469,0.306338514825919,0.121669346260741,-0.168616936022267,0.141330838892294,0.136735075076461,0.00314729107576829
0.845360575491368,0.776556807147624,-0.0370409941789315,0.341419374810523,0.10012515287102,-0.160076029945549,0.118598288613303,0.0746395124560329,0.0451473995499919
0.867120547274872,0.754079841282197,-0.0757391685397636,0.355128940258988,0.117284532427116,-0.161227037357116,0.123535997422109,0.0823266401500814,0.0910529119296805
0.74159993102522,0.750311188521202,-0.0352390174198538,0.352655151346202,0.0750961291894314,-0.214277995457777,0.129848928579279,0.059006001343166,0.103749416745228
0.747430446238172,0.813629981805781,-0.033660455777954,0.313567092742088,0.0899130385442935,-0.168239371516997,0.139848296496647,0.0769092598511748,0.0349549597541682
0.675933786337562,0.7164024382039,-0.00427153860315495,0.361641252707308,0.0998201020017035,-0.159270069482505,0.155425172081018,0.0761202257255386,0.0539375350968905
0.754511888478136,0.764697888803523,-0.0480017612225294,0.308904104018771,0.0993556020640604,-0.17036846755967,0.144920465491307,0.102153560510218,0.049741499445992
0.661373414402004,0.764630188208977,0.0164362288642557,0.28540109374614,0.1053273649151,-0.172837268289879,0.150357963728231,0.0930806165380168,0.0563118687520929
0.751384201379068,0.738752924879424,-0.0425930284076069,0.317532524784745,0.153596098456385,-0.141468910826876,0.140777188498081,0.0884770433009261,0.0450967305268977
0.756131369815036,0.767471615641744,-0.0284520938587011,0.338999927292185,0.113320577361737,-0.176049904581866,0.142007334204737,0.114118304363908,0.0416958880567895
0.763434742190537,0.793206923682308,-0.0593516009669762,0.339573164309753,0.0870098383950555,-0.194079036481318,0.141448134971397,0.0779708213867782,0.0470472336106791
0.772125812973268,0.773543261890546,-0.0666577570619136,0.326331107668388,0.118952746486728,-0.235213298275563,0.140587976574508,0.112346122482492,0.0190530481117451
0.83425315942821,0.822673217122643,-0.103902585031191,0.346133182296588,0.107956333710331,-0.171414584884976,0.140505402055528,0.0915545493477683,0.0421706843528836
0.790038767765083,0.81525907168142,-0.109900966236279,0.316316876912824,0.116815608413087,-0.141818696542575,0.169127951154586,0.103583650915051,0.0768068526206339
0.83709704469617,0.760895325056824,-0.0690447763501963,0.384661289139659,0.153302389877029,-0.166535758760502,0.134416846787691,0.108068325341134,0.00681716046788718
0.883954757454769,0.795275651597973,-0.144391153251778,0.361765844188941,0.120226850043873,-0.172709701532593,0.128796666367312,0.0838023372973639,0.0352250117691995
0.857391500556731,0.814107151078269,-0.126299361180974,0.332885906389993,0.0605388375691042,-0.183044556411677,0.142194468423114,0.0869962934414899,0.0820251611441975
0.748649720182177,0.772765340732615,-0.041463453605243,0.322276193275573,0.12611438729576,-0.19204460947719,0.153403434355186,0.116415904177312,0.0437572016472938
