"cc.raw","pyro.raw","patch.raw","precc.raw","elev.raw","lat.raw","whrtype","fir.raw"
0.09,1.91,0,23.25,2086.012,41.14717854,"NFR",2.43375
0.11,1.82,0,38.4,2127.335,41.146323498,"SMC",21.3305714285714
0.97,1.87,0,36.05714286,2149.207,41.144652401,"SMC",21.4168571428571
45.29,3.06,60,31.48571429,1538.13,40.188332646,"EPN",3.32228571428571
98.77,3.89,189.74,24.62857143,1537.779,40.19020125,"EPN",1.63485714285714
88.77,3.05,108.17,31.77777778,1542.07,40.191818173,"EPN",0.728611111111111
27.26,2.4,0,25.11428571,1551.259,40.19210649,"EPN",0.0108571428571429
84.97,2.38,94.87,40.15625,1550.162,40.192512218,"EPN",0.183125
31.08,3.23,30,31.75,1552.009,40.191240983,"EPN",0.024375
42.26,3.88,0,20.48571429,1550.916,40.189990483,"EPN",0.044
14.62,4.26,0,35.38888889,1555.666,40.190282241,"EPN",0.2525
15,4.19,0,24.94594595,1557.639,40.188694947,"EPN",0.107027027027027
0.43,1.74,0,37.28125,1858.914,40.209063734,"SMC",4.1109375
0.26,2.76,0,53,1843.557,40.206955122,"SMC",9.30861111111111
4.25,2.42,0,34.08333333,1847.748,40.206705423,"SMC",4.57277777777778
13.31,2.25,30,38.74285714,1852.754,40.207244678,"SMC",9.35142857142857
1.97,2.12,0,46.33333333,1864.216,40.207880671,"SMC",26.4933333333333
0,1.72,0,35.75675676,1873.867,40.208660125,"SMC",1.50081081081081
34.06,2.26,30,36.36111111,1869.466,40.207148613,"SMC",15.6772222222222
13.97,2.49,0,47.55555556,1872.049,40.205167745,"SMC",32.3266666666667
0,2.11,0,37.31428571,1874.32,40.203711376,"SMC",15.8182857142857
34.79,4.39,0,41.11764706,1874.309,40.201587012,"SMC",15.3305882352941
38.62,6.9,42.43,37.10810811,2558.16,36.149179855,"EPN",5.09324324324324
53.44,8.99,30,31.0625,2597.843,36.150929623,"NFR",2.8609375
47.36,7.22,60,32.22222222,2569.175,36.150795161,"NFR",9.47944444444444
11.19,5.58,30,26.31428571,2558.457,36.150618175,"NFR",1.552
9.46,4.54,0,37.48648649,2566.493,36.150727516,"SMC",5.02918918918919
32.71,4.4,30,36.26470588,2602.602,36.150555733,"SMC",8.14235294117647
14.9,5.89,30,37.97058824,2584.122,36.148213994,"SMC",6.21941176470588
41.91,6.61,42.43,37.72222222,2585.599,36.146219541,"SMC",5.23611111111111
64.98,5.79,94.87,29.2,2594.503,36.144013226,"NFR",3.14542857142857
38.39,5.4,30,39.30555556,2585.297,36.141704595,"SMC",4.29083333333333
1.29,2.55,0,43.38888889,2535.841,36.145400223,"NFR",8.74361111111111
4.95,2.64,0,39.5,2528.663,36.146071305,"EPN",6.87833333333333
11.36,4.55,0,40.02857143,2523.609,36.14769646,"LPN",5.20314285714286
26.65,7.42,42.43,30.45945946,2525.493,36.148526168,"EPN",2.05378378378378
67.66,8.58,67.08,22.90625,2498.894,36.148484841,"NFR",1.2075
57.18,7.67,108.17,29.08571429,2497.996,36.148190008,"NFR",1.62171428571429
60.09,5.91,67.08,30.94285714,2465.212,36.148382959,"NFR",2.67542857142857
78.27,4.05,108.17,21.91428571,2425.45,36.150042478,"NFR",2.00857142857143
72.07,3.02,90,17,2429.213,36.1513805,"NFR",0.783888888888889
22.4,2.3,0,26.44444444,2441.276,36.152840748,"NFR",1.43638888888889
15.97,2.79,0,39.44444444,1013.454,40.840607318,"PPN",0.288888888888889
30.97,4.17,42.43,49.6875,1047.714,40.841177818,"PPN",1.7746875
59.23,6.4,90,46.60606061,1084.621,40.841229928,"PPN",3.13333333333333
38.45,4.94,30,44.22857143,1105.193,40.842974796,"PPN",3.50857142857143
35.56,4.84,0,51.61111111,1129.119,40.844214776,"PPN",1.925
46.37,5.12,30,54.125,1137.135,40.844699741,"PPN",3.821875
100,7.22,254.56,50.96875,1169.27,40.842382418,"PPN",0.828125
92,5.55,360,44.38888889,1206.158,40.840204848,"PPN",5.35
70.6,4.82,390,49.625,1243.075,40.838449074,"PPN",4.38875
91.2,5.79,305.94,51.625,1266.192,40.837597679,"PPN",4.184375
8.32,3.03,0,44.83333333,1027.432,40.84275736,"PPN",2.30944444444444
1.27,2.24,0,36.19444444,1052.594,40.844618874,"NFR",1.80611111111111
1.22,1.76,0,61.51351351,1057.069,40.846454249,"SMC",2.35945945945946
1.84,2.46,0,64.42857143,1059.354,40.847139054,"SMC",2.35428571428571
31.69,2.49,30,59.05555556,1082.405,40.847285265,"PPN",2.07777777777778
53.69,4.43,60,43.77142857,1137.991,40.84495976,"PPN",3.38742857142857
59.49,4.97,84.85,40.42857143,1170.781,40.842793512,"HRD",1.86771428571429
66.29,6.43,90,43.5,1203.361,40.840452952,"HRD",2.853125
