b.whr.1,b.whr.2,b.whr.3,b.whr.4,b.whr.5,b.whr.6,b.whr.7,b.whr.8,b.whr.9,b.whr.10,b.age,b.agesev,b.agesq,b.elev,b.elevsq,b.elevlat,b.lat,b.patch,b.precc,b.pyro,b.sev,b.fir,b.agefir,f.season,f.size,f0,b0
0.00377743,-0.015923893,0.041253212,0.138165388,-0.258097168,-0.403672414,0.01223959,-0.161587009,0.029909628,-0.194003846,-0.644906549,-0.127380301,0.13450184,1.192913201,-0.277455579,-0.059014388,0.99316737,-0.089715898,0.056624564,0.149902082,0.291521631,0.156857494,0.079845468,-0.184515905,0.034958783,-2.257624844,-2.265505985
-0.009806814,-0.024102211,0.044289657,-0.028995881,-0.060072769,0.026972639,-0.02221095,-0.057932094,-0.007882457,-0.05731939,-0.767538856,-0.190141523,0.112331537,1.207875725,-0.308143369,-0.077426331,1.099260127,-0.096785164,0.166638985,0.040542304,0.22792807,0.22065866,0.101408355,-0.048956603,0.062905734,-2.028229784,-2.315802001
-0.116983263,-0.267321548,0.256336206,0.105937361,-0.201598771,-0.76680092,-0.015944732,-0.043439194,0.079048038,0.070988724,-0.596024313,-0.12302545,0.116065575,1.309220064,-0.3833921,-0.101401706,1.308307652,-0.240585083,0.076232259,0.107358493,0.352110164,0.181181015,0.073622805,0.369037551,-0.079260923,-2.297460003,-2.176632019
-0.151274812,-0.058437559,-0.030478754,0.023963509,-0.100880532,-0.004605305,0.077306102,0.023482659,0.013061295,0.103776569,-0.735643033,-0.164093495,0.122009894,1.411887633,-0.354502102,0.024691451,1.139679453,-0.08780789,0.159802873,0.170786136,0.226232525,0.243037874,0.053470014,0.464541669,-0.066197779,-2.436662278,-2.350828437
-0.091018729,-0.082530303,0.442044395,0.086066419,-0.324256458,-0.168623055,0.092567886,0.019715324,0.0689906,0.163880014,-0.646911473,-0.092971182,0.107033535,1.303632266,-0.314421354,-0.085654165,1.374020793,-0.158470486,0.186826384,0.228931627,0.389971273,0.16202634,0.064051397,0.631713146,-0.143468843,-2.421583852,-2.36413329
-0.017174358,-0.088043322,0.095494822,-0.031075266,-0.25219697,0.121769769,0.292471559,0.129016408,0.014280149,0.47829794,-0.823109567,-0.233876463,0.115489301,1.430262382,-0.36342705,-0.046294332,1.438740738,-0.035646766,0.046798202,0.181145819,0.227610695,0.113723773,0.075299402,0.105774885,-0.093054786,-2.390937346,-2.392088226
0.069518523,0.073479177,0.077163085,0.057282871,-0.057188789,-0.040958536,-0.053696226,0.073011206,0.074240038,0.082678536,-0.731653596,-0.090207966,0.127791954,1.60999515,-0.232409053,-0.036271635,1.270370439,-0.062841836,0.127636817,0.219211952,0.252383305,0.150801406,0.060905795,0.592432392,0.202866447,-2.679993286,-2.457995552
0.02619749,-0.032376606,0.20292636,0.01938638,0.106457952,-0.020363346,0.05417611,-0.026891299,0.078206489,0.015464804,-0.789479173,-0.205751687,0.029580288,1.381337482,-0.363287888,-0.120158435,1.387655284,-0.18859227,0.061111888,0.096633437,0.251861585,0.094747334,0.155035108,0.475262818,-0.333685042,-2.284799266,-2.204007374
0.077511282,-0.051238983,-0.081315264,0.019151842,-0.109036842,-0.056002531,-0.089733926,-0.135045254,-0.096455228,0.213232276,-0.791885802,-0.215577657,0.022144326,1.421019503,-0.34156975,-0.318131264,0.937433568,-0.104974832,0.087943594,0.08477,0.29419334,0.176019024,0.159761625,0.100345478,-0.23597313,-2.165693922,-2.159669583
-0.086517737,0.144287682,0.300804696,0.143648092,-0.154589608,-0.106994843,0.082461366,0.212417647,-0.005402044,-0.051785111,-0.802141149,-0.203179766,0.140907852,1.535239031,-0.232566972,-0.311261468,1.4043959,-0.23716495,0.099668532,0.201777715,0.267492252,0.285449629,0.139379462,0.398849491,0.064209229,-2.753273216,-2.661155086
-0.121082723,0.028798556,0.097436086,0.097671663,-0.108911461,0.131038207,0.055210107,-0.038404405,0.08699589,-0.065398594,-0.762962707,-0.172628298,0.162638003,1.304658407,-0.35405231,-0.355312124,1.185737708,-0.228440739,-0.082825719,0.087196921,0.302128881,0.292735158,0.10692121,0.336689016,0.090154482,-2.806510252,-2.581484455
0.061288227,-0.040558499,0.077059468,0.059442306,-0.221908077,-0.08308053,-0.128739654,0.094726486,-0.04461571,0.097029788,-0.676767328,-0.171341898,0.121728309,1.171706115,-0.303568634,-0.16337407,0.759497113,-0.092042505,-0.043951152,0.115602694,0.377867895,0.219833572,0.052025758,0.170612228,0.019402649,-2.605500195,-2.527304907
-0.112957148,-0.214114814,0.118816891,0.106605546,-0.236158237,-0.19651488,-0.143733411,0.07287125,-0.027435107,0.060165929,-0.743590908,-0.12795191,0.024120973,1.180708846,-0.306835545,-0.187572458,1.461858259,-0.157198815,0.033877956,0.150697563,0.428488334,0.218715222,0.080816758,0.112997829,-0.027604057,-2.319228844,-2.221713694
-0.051363902,-0.086218146,0.919973484,0.282561128,0.072135385,-0.217771224,0.540495787,0.257350535,0.225346878,-0.112800086,-0.78002896,-0.158267454,0.167288329,1.534461055,-0.332130053,-0.260439476,1.389885607,-0.07749288,0.217808754,0.130904305,0.246664736,0.05419736,0.087789252,-0.289303218,-0.189577343,-2.6061966,-2.783220153
-0.064076658,-0.017717562,-0.092667912,0.101511861,-0.32371903,0.02420579,-0.023325928,0.017198786,0.000428156,-0.166145999,-0.771928961,-0.17892451,0.059185065,1.148819431,-0.248779333,0.100387812,0.891009111,-0.122930962,0.055245025,0.149583283,0.256187201,0.219168898,0.100251999,0.03787923,-0.198098225,-2.087950376,-2.065583013
-0.084693573,0.146281972,0.031759816,0.170734017,-0.140974375,0.024157685,-0.12302826,-0.004232909,0.059958028,-0.108070336,-0.659577562,-0.160323341,0.151218474,1.311835561,-0.222343435,-0.152946393,1.249842595,-0.205872269,0.042607905,0.144353212,0.238192556,0.242341521,0.097531818,-0.239271216,-0.036728096,-2.246088039,-2.363431163
-0.019991205,-0.140147107,0.142579601,-0.004705507,-0.29710471,-0.164866805,0.078480603,-0.088508554,0.00561659,0.053234368,-0.732759131,-0.104075061,0.114782857,1.239568723,0.042211962,0.17302892,1.218267322,-0.017935364,0.074429913,0.215670317,0.222111663,0.139929908,0.073307729,0.407598466,-0.316424622,-2.402946976,-2.35596062
-0.136119271,-0.415628444,0.484846473,0.304712834,0.043785458,0.109432018,0.223629587,0.154793236,0.16328281,0.351657205,-0.810230176,-0.214981975,0.174701673,1.022447776,0.004802455,0.234735647,0.948823584,-0.151480239,0.044688041,0.190911676,0.279780295,0.225582068,0.078136168,0.019570443,-0.212349939,-2.513876623,-2.516412422
-0.287336801,-0.341841803,0.306734946,0.611556142,-0.257877446,0.022262004,0.064204037,0.199487058,0.146390627,0.238181986,-0.775250028,-0.15888714,0.086673501,1.332478271,-0.161570275,-0.062651374,1.351896549,-0.072399675,-0.046870413,0.083163764,0.289379205,0.219165748,0.101348699,0.530365081,0.141745884,-2.76560181,-2.587070368
0.066693206,-0.134187074,-0.012049384,0.23572661,-0.017736385,0.044809874,0.140111123,-0.025955093,0.074314332,0.010769098,-0.748144501,-0.132533896,0.132575247,1.270151171,-0.270061471,-0.140033167,1.142505758,-0.038474749,0.065731688,0.122694415,0.277741533,0.184542104,0.064747396,-0.417820656,-0.00508851,-2.280273953,-2.473532361
-0.158603256,-0.524710319,-0.137465495,0.154903926,-0.238884872,-0.15899535,0.105267969,0.096593868,0.005112205,0.122262744,-0.760794366,-0.109616082,0.12035528,1.199152768,-0.276699313,0.130317976,0.819673037,-0.188242331,0.078660428,0.058310625,0.396898072,0.194049448,0.142285624,0.097244801,-0.157014981,-2.168546931,-2.137768301
0.006308205,-0.026873824,0.032493829,0.054498368,0.031008967,0.0776492,-0.070879507,0.035191423,0.001502846,-0.103198268,-0.722585039,-0.17835405,0.131396307,0.985848602,-0.102171184,0.060756613,0.90301577,-0.157220033,0.011639257,0.044602557,0.311283176,0.304137607,0.109103919,0.035256187,-0.089579256,-2.229866596,-2.328315783
-0.02828801,0.061065109,0.175941278,0.126208487,-0.046148325,0.171869652,0.149687175,0.224867147,0.183527159,-0.023663923,-0.741826159,-0.148100681,0.064966784,0.898645532,-0.459369476,-0.23465228,0.890046481,-0.049084307,0.02529409,0.161639474,0.339955873,0.201840299,0.123859325,0.329651936,-0.139225256,-2.117100634,-2.101866656
-0.132715231,-0.122573486,-0.174846087,-0.228815614,-0.48574956,0.000755737,0.034980624,-0.00628929,-0.257218672,-0.032766731,-0.762261493,-0.182180942,0.118091339,0.929383609,-0.334286967,-0.104756168,0.811921402,-0.129793594,-0.019682816,0.121544051,0.360801551,0.218982578,0.019499172,-0.090713086,0.016196349,-1.884778374,-1.99904339
0.168482391,0.087815936,-0.02736292,-0.003112966,-0.084827712,-0.148202202,0.037937868,-0.02096095,0.069793293,0.059060672,-0.704988559,-0.158867869,0.175859644,1.162938608,-0.2442931,-0.128533854,0.95869133,-0.017879284,0.068027984,0.133710658,0.352654519,0.197559536,0.08643014,0.564715637,-0.335433586,-2.864949011,-2.580190573
-0.027826432,-0.045987785,0.161668083,0.157031833,-0.022143494,0.086306917,0.015347678,0.182745178,0.08731045,0.094850018,-0.7728514,-0.156681804,0.112201539,1.005242028,-0.257574875,-0.217028625,1.14290617,-0.137963891,0.111033664,0.075786002,0.410867022,0.151126822,0.055668441,0.693797026,-0.121332714,-2.730146229,-2.398327841
-0.123693049,-0.111753426,0.212272985,-0.092668673,-0.329080043,-0.044636108,0.082632716,-0.060601164,-0.091912995,0.148324684,-0.734216788,-0.171600263,0.016011126,1.195135501,-0.282876957,-0.130652445,1.127222812,-0.087777507,-0.038975614,0.093084506,0.241644346,0.267952224,0.099394011,0.167613396,-0.098128585,-2.287252894,-2.127205238
-0.2158748,-0.261068502,0.122684713,0.025351673,-0.216677549,-0.17435189,0.116139879,-0.088144849,-0.187474344,0.02988601,-0.740244229,-0.197081497,0.184381645,1.192026301,-0.276476067,-0.109370773,1.140627384,-0.101086187,0.112924031,0.096913193,0.236250457,0.18541959,0.086775847,0.533928686,0.035206702,-2.345407505,-2.221652738
-0.064068928,-0.172607782,0.223537393,0.223715234,-0.236737458,-0.4076165,-0.122839323,-0.10919872,-0.118948141,-0.038333008,-0.766768385,-0.23101355,0.03375946,1.034639056,-0.071285822,-0.008772126,1.0735861,-0.180897308,0.111641436,0.206773321,0.250127581,0.147798364,-0.014634704,0.177725659,0.016897757,-2.316091524,-2.191989429
-0.014762014,-0.038560843,0.004301694,0.000553538,0.005934859,-0.046084056,-0.002853532,-0.011896047,0.010425948,0.001012143,-0.731261948,-0.215226567,0.044901753,1.276794004,-0.113321799,0.259378512,1.027551877,-0.129537038,0.166329857,0.045020394,0.318653098,0.207425296,0.049303148,-0.360025706,0.237172423,-2.016051007,-2.26605704
0.003370452,-0.006357137,0.059296018,-0.002422706,0.004915248,0.012499942,0.069087942,0.013006593,0.014079012,0.021034212,-0.691438655,-0.165145803,0.185844591,1.144422951,-0.216273864,0.160325447,1.044049352,-0.06261104,0.015154457,0.169270015,0.261352591,0.311150416,0.11240239,-0.22570465,-0.268002053,-2.199014516,-2.269676246
0.082467178,0.003116537,0.189395808,0.136885398,-0.112005803,0.009513728,0.054338981,0.164895306,0.107094062,-0.23190847,-0.787541741,-0.185273671,0.116035033,1.174712695,-0.165654708,0.205242887,1.128454102,-0.186322977,-0.129071404,0.148001945,0.405018979,0.300094996,0.055155525,0.30482764,-0.134966059,-2.476657761,-2.29528949
0.016367732,-0.07802463,0.308840965,0.248788331,-0.08699867,-0.112189727,0.003206505,0.024941211,0.047603054,-0.016657235,-0.71533314,-0.178314913,0.12820727,1.347371822,-0.362349477,-0.067058007,1.163096705,-0.100467087,-0.123498839,0.198467711,0.247233133,0.233097318,-0.010391279,-0.01724027,-0.101606655,-2.414098619,-2.318354717
0.209436697,0.056291536,0.026075455,0.1616007,-0.06751599,-0.117644764,0.079627937,0.044132837,-0.021209093,0.016129595,-0.66217026,-0.226245953,0.071354464,1.032778784,-0.314422047,-0.012875725,1.023731543,-0.109634084,-0.066698903,0.084310655,0.294715312,0.309986519,0.095177687,0.405768504,0.071019951,-2.463934729,-2.256826934
0.004053554,-0.046065323,0.071635332,0.044808502,0.007475771,-0.077944776,0.009503858,0.04396982,-0.033916415,0.129328624,-0.65606741,-0.249127472,0.093713882,1.278845389,-0.412996072,-0.26860834,0.992280345,-0.143254251,0.170471211,0.15617877,0.309340445,0.136053606,-0.004183589,0.25515296,0.038010868,-2.385645615,-2.229349221
-0.202525709,-0.45988144,0.061871692,-0.001913369,-0.269817156,0.040603789,0.267501614,-0.10363785,-0.015735456,-0.332826452,-0.834177615,-0.181162752,0.07440721,1.354827891,-0.398518851,-0.064161097,1.265512814,-0.244425158,0.085968164,0.064005795,0.286648856,0.205434936,0.175249405,-0.129429427,-0.324412215,-2.019568538,-2.084808781
0.152679398,-0.079165237,-0.003614143,-0.048171065,0.005555646,-0.053610159,0.045705104,-0.004460266,0.172523875,-0.120704765,-0.767587843,-0.165386615,0.06763959,1.49106295,-0.338061908,-0.122641991,1.062651546,-0.113570923,-0.008992649,0.203225016,0.264875682,0.321200549,0.052884499,0.057313308,-0.117956552,-2.369905194,-2.289791381
0.125871943,-0.059850305,0.155610782,0.066380182,-0.0061467,-0.060371589,-0.060036991,-0.084636878,0.062695149,-0.041216141,-0.80236631,-0.130130103,0.129298158,1.084056597,-0.36860414,-0.21393443,0.80409024,-0.077276719,0.046979624,0.182933554,0.237910091,0.269514804,0.106378222,0.020345156,-0.191096761,-2.427158494,-2.455369754
0.099962859,-0.016532556,0.079335793,0.037334918,-0.052061841,-0.156484934,-0.071964201,-0.020531221,0.05691635,-0.010406542,-0.79877134,-0.219475803,0.122968801,1.234925407,-0.251752723,0.186089309,1.048298864,-0.132368793,-0.017181082,0.146680823,0.288802141,0.267958258,0.095905277,0.541410607,-0.176487544,-2.532588712,-2.34598201
-0.072418519,0.056054693,-0.027343307,0.036101009,-0.196140269,-0.045858686,-0.033558149,-0.020030961,0.002128281,-0.084599006,-0.739614344,-0.104456678,0.220951868,0.757148905,-0.133759242,-0.114521793,0.927483396,-0.212907174,0.061859353,0.059136565,0.340072085,0.237847796,0.073379999,0.624349578,-0.089596951,-2.452976137,-2.424647793
0.04793789,-0.08237572,0.101898861,0.01564487,-0.010500647,-0.046946334,0.119295806,0.06024896,0.135764337,0.115423165,-0.710829872,-0.150440016,0.127632848,1.026662961,-0.297236214,-0.110660795,1.122860627,-0.173869399,0.041566167,0.196444347,0.308248809,0.383751715,0.090340666,0.701788997,-0.273726124,-2.698350919,-2.481401557
-0.048309916,-0.315488506,0.038953176,0.374232408,-0.020377906,-0.082746899,-0.037817354,-0.027042207,0.03298473,0.121699075,-0.79134984,-0.291624777,0.092751641,0.938504181,-0.102298743,0.284403622,1.065389346,-0.03214975,-0.007311121,0.152507546,0.162359738,0.232189538,0.150474665,1.09718119,0.240366106,-2.721657962,-2.292446152
-0.134237419,-0.040856956,0.11695075,0.270495977,-0.240356362,-0.009319417,-0.003995168,0.316416628,-0.054746737,-0.167727614,-0.6988784,-0.086631696,0.128914337,1.043548248,-0.303305152,-0.228106106,1.086093886,-0.205975047,0.114626886,0.222524957,0.285972182,0.223742851,0.113879337,0.106962833,-0.124669953,-2.321033399,-2.319839378
0.119286572,-0.048035285,0.065624571,0.281265613,-0.235453011,-0.343466052,0.097748194,0.229293077,0.169899674,-0.336424057,-0.806955591,-0.224621529,0.095466147,1.137033045,-0.100609477,0.171797595,0.999303835,-0.105348704,0.003389602,0.092069261,0.362766169,0.241339061,0.08079566,-0.117412807,-0.098602597,-2.269486006,-2.325778515
-0.248132981,-0.402848413,0.077722896,0.297127971,-0.291232633,-0.166862428,-0.004163576,0.071548944,-0.034110568,-0.208915645,-0.772114022,-0.09732416,0.057361149,1.327822928,-0.026875579,0.237798651,1.076074555,-0.029504922,0.034560821,0.188865736,0.357415425,0.23088462,0.09876788,0.019951818,-0.191923947,-1.911414707,-2.027004272
-0.023467567,-0.159089949,0.019105139,0.005840938,-0.067629194,-0.016324671,-0.102740485,0.047982547,0.038663817,0.012691882,-0.686733219,-0.162395585,0.113497142,1.458012746,-0.305351573,-0.209916241,1.127920566,-0.060519442,0.15462678,0.135541301,0.277808351,0.043908231,0.113588732,0.206345535,-0.262061484,-2.409695189,-2.38543746
-0.114177504,-0.122699045,0.053318008,-0.013775364,-0.090883241,0.096820131,0.031699012,-0.119763865,0.011629108,-0.222152228,-0.818058794,-0.195545002,0.114702985,1.092988974,-0.19248643,-0.067730865,1.031150154,-0.16300138,0.11148768,0.23930363,0.217525929,0.254033368,0.095522386,0.2856463,-0.258472719,-2.395002102,-2.257658364
-0.047109702,-0.231370917,0.140578522,0.089253136,-0.127046067,-0.188104346,-0.003852331,-0.204890821,0.093399154,-0.109401124,-0.735198916,-0.218598944,0.048248389,1.239331921,-0.302042909,-0.256815839,1.156148848,-0.271203254,0.089566963,0.076315886,0.373544278,0.166489124,0.062366907,0.606019971,0.062977203,-2.480705206,-2.302525607
0.063699943,-0.320272399,0.022333938,0.001900073,-0.244316163,-0.065930985,0.053742856,0.127719294,-0.004230658,-0.026036509,-0.657095839,-0.283245041,0.14453,1.369294249,-0.258264084,0.314605726,1.164217826,0.030413133,0.045436331,0.126444796,0.339822392,0.235613035,0.077459357,-0.063169521,-0.125079332,-2.336856519,-2.389806319
-0.101847553,-0.055624995,0.18997053,0.008779575,-0.154785892,-0.068072352,0.016157068,-0.165419462,-0.033104697,-0.153879712,-0.748360294,-0.195782816,0.134205038,1.44304211,-0.461255292,-0.09343853,1.437900993,-0.07859334,0.023113213,0.262998005,0.317299701,0.242337538,0.063090071,0.537347844,-0.261073972,-2.505461443,-2.24577362
0.158460233,0.013908744,0.004896475,0.177118912,-0.148049535,0.002681995,0.10591883,-0.004084741,0.01232065,0.19963251,-0.72869541,-0.18953311,0.131856706,1.251827267,-0.052942852,-0.001107104,1.360339834,-0.157019467,-0.133220763,0.065832445,0.290386077,0.21998056,0.02123159,0.006142867,0.192015954,-2.548607569,-2.587050509
-0.045197222,-0.01843415,-0.10753771,0.06020532,-0.103307644,-0.047365955,-0.002527266,-0.083204365,-0.014679955,-0.005445546,-0.779503928,-0.239862666,0.071189453,1.424099602,-0.426463659,-0.207600589,1.372845038,-0.121672453,0.117917421,0.150382608,0.307774234,0.141945914,0.078896865,0.403722393,-0.302136357,-2.494857174,-2.253655095
-0.004287587,0.015673588,-0.001314156,0.015491223,0.003510894,-0.022277527,-0.014953771,-0.003333501,0.010774865,-0.008636306,-0.734658659,-0.167911422,0.115224028,1.399794022,-0.35800715,-0.267586048,1.230248968,-0.003320731,0.140450197,0.183650865,0.264667519,0.172849172,0.050294353,0.305428467,0.016148198,-2.579685259,-2.380760748
0.101880231,-0.325308593,0.307311926,0.117727483,-0.097389061,0.278175804,0.066534397,-0.116956323,-0.163838298,-0.114802022,-0.700244198,-0.151382212,0.084791457,1.353134009,-0.244997654,0.034256601,1.10638242,-0.148531868,0.088169531,0.138116283,0.209264579,0.231157812,0.142985647,0.037239213,0.12329959,-2.36708406,-2.34489563
0.030190603,-0.090306354,-0.078389789,0.02682566,-0.142703702,0.071743218,0.027402127,-0.052965786,-0.030241826,0.025550784,-0.679344037,-0.138141016,0.014286409,0.937703628,-0.199889996,0.059298342,0.698422988,-0.162788962,0.060615048,0.186014963,0.319065284,0.137243711,0.072234758,0.318195285,-0.143671848,-2.04295647,-2.041911758
-0.008707268,-0.091544962,-0.10245141,0.034518474,-0.211279322,-0.226470164,0.298781776,-0.152795036,0.040894101,0.024137308,-0.768597521,-0.212404922,0.047036843,1.252693077,-0.049699292,0.051365809,1.289948317,-0.121088906,0.114575801,0.187112969,0.358223438,0.132472278,0.132179385,0.185289008,-0.193042457,-2.407102912,-2.412892409
0.009716599,-0.699144221,0.250638411,0.026774179,-0.076384695,0.115625782,0.40200312,-0.071015802,0.045848,-0.040637958,-0.743353796,-0.169323886,0.063197454,1.265332852,-0.177813687,-0.004091855,1.456563999,0.016324709,0.147598284,0.205466838,0.310433404,0.188341295,0.086393412,0.331844544,-0.005704158,-2.157908251,-2.239250749
