b.whr.1,b.whr.2,b.whr.3,b.whr.4,b.whr.5,b.whr.6,b.whr.7,b.whr.8,b.whr.9,b.whr.10,b.age,b.agesev,b.agesq,b.elev,b.elevsq,b.elevlat,b.lat,b.patch,b.precc,b.pyro,b.sev,b.fir,b.agefir,f.season,f.size,f0,b0
0.025895324,-0.084397285,0.00068221,0.103113017,-0.048743506,-0.124016262,0.04042945,-0.014939941,-0.04059829,-0.035148644,-0.747367493,-0.136180517,0.141751467,1.142165712,-0.309034543,-0.111391395,1.009565686,-0.124857054,0.062307129,0.165761413,0.284040501,0.239197189,0.113520076,0.316717041,-0.198908181,-2.283642187,-2.274049675
-0.010505327,-0.383964434,0.147790047,0.129868165,-0.093471353,-0.395108979,0.265572949,0.197919759,-0.076678482,0.181981137,-0.751642799,-0.212420828,0.090706352,1.266799453,-0.329742839,0.068649056,1.427947857,-0.181648509,0.133310447,0.104104324,0.33758194,0.127521323,0.133261795,0.234162638,-0.058619567,-2.109196908,-2.181067405
-0.141948075,-0.05545397,0.148351502,0.155139919,-0.206043391,-0.397434164,-0.057985827,0.017297217,0.071516401,-0.069049214,-0.761992728,-0.207654055,0.101853474,1.053623598,-0.301296436,-0.142866154,1.063427543,-0.111401385,-0.189401209,0.110254909,0.245540278,0.278899798,0.095979827,0.156615999,-0.038247767,-2.275306546,-2.167451951
0.056314649,-0.043878386,0.01161554,0.074281532,-0.133809227,-0.184595707,0.071013115,-0.027221495,0.018922205,-0.135432903,-0.722082924,-0.184733505,0.18146401,1.084257494,-0.24012772,-0.188890235,0.996816791,0.096019193,-0.024395896,0.252986435,0.234929719,0.235958618,-0.027770694,0.261921164,-0.094491714,-2.444915796,-2.470816308
0.006917242,-0.422615474,0.229226725,0.144219743,-0.174756289,-0.116834491,0.132229813,-0.067345549,-0.059270615,-0.046404155,-0.732727807,-0.25821632,0.131132184,1.151266925,-0.156547293,0.159968659,0.676516728,-0.049290821,0.027199814,0.091616745,0.256900295,0.224652086,0.041183897,0.21030348,-0.004156068,-2.408597597,-2.369319805
0.114213961,-0.338583281,0.361916562,0.319288362,-0.104355139,0.201025309,-0.228169593,0.114844332,0.270734981,0.225694318,-0.692007316,-0.155148217,0.159214068,0.94933061,-0.159127375,0.121199479,0.986970806,-0.034384308,0.020114889,0.262743649,0.348786149,0.36175381,0.061916493,0.248168489,-0.087536923,-2.777357347,-2.620692289
-0.033822851,-0.011320503,0.149010013,0.079135654,-0.179997461,-0.145761348,0.046521356,0.021689366,0.082812544,-0.107002279,-0.751300201,-0.169325325,0.031897383,1.390257141,-0.101764482,-0.079516402,1.22391072,-0.025848206,0.011560193,0.127898909,0.287096794,0.322425402,0.128509594,0.103888459,0.217144027,-2.412030516,-2.397858826
-0.001857879,-0.01245079,-0.007313432,-0.003927352,-0.003000692,-0.033643403,-0.029538557,-0.028625672,0.00085512,-0.004206696,-0.729381494,-0.13180339,0.148015268,1.311027445,-0.092022606,0.095998892,1.436767038,0.069070788,-0.02606458,0.179827506,0.233807038,0.325502331,0.078626098,-0.084828185,-0.115666406,-2.390175338,-2.489175699
0.155883117,-0.290604518,-0.013668547,0.485648433,-0.043406117,0.17969367,0.14966815,-0.010895375,0.143628111,0.222308986,-0.782050754,-0.217319378,0.107714358,1.467071181,-0.298847673,-0.128030812,1.203908349,-0.073129846,0.121686347,0.190953489,0.299024279,0.197305565,0.070856469,-0.033656193,-0.146208882,-2.525085343,-2.474687873
-0.098683967,-0.261842996,0.016602474,-0.029363436,-0.412270867,-0.364397647,0.093128541,-0.316251394,-0.218390675,-0.154382149,-0.697714918,-0.192374533,0.099747703,1.284235505,-0.463094019,-0.086407374,1.105673722,-0.084110757,-0.048537892,0.150712649,0.177605981,0.275896664,0.104144817,-0.296295885,-0.245997493,-1.827993984,-1.813687734
-0.154995614,0.231662392,0.24576545,-0.172427049,-0.349433132,-0.082898325,-0.247648462,-0.118281695,-0.030992217,-0.104519562,-0.675052094,-0.202460605,0.084210966,1.263065276,-0.423241202,-0.42481399,1.227572701,0.055126359,0.136407769,0.176639842,0.297607472,0.135750884,0.074102627,0.223516826,-0.303745678,-2.150782632,-2.178180572
0.159541983,-0.058599138,-0.073971226,0.14838991,-0.075618135,0.098854327,-0.041143258,-0.062968717,0.013370227,-0.165534218,-0.680719368,-0.180301518,0.033460969,0.937814865,0.020676072,0.099505852,1.127531951,-0.188443479,0.117136452,0.132561258,0.306416383,0.2127451,0.10807045,0.397398106,-0.167651751,-2.404113499,-2.254884796
-0.008531713,0.017660566,-0.003822134,0.036026654,-0.040496924,0.04876849,-0.006886552,0.018231266,-0.000254278,-0.022299628,-0.745195426,-0.276859887,0.10801035,0.986017078,-0.21592393,0.187873123,0.909212316,-0.085496618,0.00758717,0.189740154,0.214203981,0.275789366,0.021012821,-0.170395709,-0.320780585,-1.861917436,-2.100029883
0.01171585,-0.077767251,0.146093145,-0.005157793,-0.201886295,-0.006398169,0.049112173,0.141420837,0.177028915,-0.145812678,-0.693776505,-0.155858142,0.048847435,1.442526943,-0.161433912,0.333289728,1.321989603,-0.290500542,0.00816144,0.092159503,0.307264632,0.193460479,0.087910638,-0.0100662,0.067949472,-2.143315445,-2.116709229
-0.074856393,-0.202011586,0.087479232,-0.197233576,-0.10715755,-0.138296246,-0.023675286,0.081971272,-0.091391279,-0.142564485,-0.733131301,-0.193023312,0.108121724,1.137349944,-0.138491127,0.239614595,1.028720412,-0.035220599,0.047814056,0.146911558,0.241404715,0.180084189,0.025145416,-0.156853948,-0.08276193,-1.970220951,-2.113829632
-0.023920211,-0.391312024,0.131669791,0.09035324,-0.039078523,0.001655688,-0.080422727,-0.024923366,-0.097869912,-0.091016204,-0.751413753,-0.231311885,0.077632584,1.298115125,-0.182973408,0.052984483,1.05388233,-0.108268246,0.121393839,0.205140541,0.296860502,0.193438511,0.142605733,0.211518251,0.01095909,-2.507101997,-2.465216735
0.021606839,-0.060282843,0.201639786,0.429690107,-0.279794816,-0.273459868,0.398952996,0.143503009,0.368571918,0.068091755,-0.85357908,-0.227353396,0.21100884,1.373037153,-0.285794551,-0.134522209,1.258019874,-0.226438299,-0.126033543,0.11091322,0.389254751,0.287461462,0.117306883,0.511506781,-0.007054666,-2.9762935,-2.641739572
0.136950297,-0.075057442,0.005021594,0.013902896,-0.088553786,-0.046291619,0.058526678,0.161391945,0.080033604,0.107923246,-0.75426541,-0.166490107,0.059859085,1.155175537,-0.246867122,0.228128954,1.116917436,-0.186369423,0.096167498,0.0929436,0.318531587,0.132986496,0.055492431,0.320530676,-0.199476793,-1.977696933,-2.070111512
0.092853383,-0.02259496,-0.01372363,-0.05376801,-0.057445633,0.066851329,-0.001224885,-0.044389548,-0.046203622,0.086890321,-0.727189142,-0.154051128,0.1103384,1.399055255,-0.302925345,-0.226047734,1.24537072,-0.06102216,0.071390771,0.129353721,0.194312098,0.203483235,0.059565017,-0.189680185,0.000877279,-2.26786291,-2.304133249
-0.036824699,-0.311328637,0.099202437,0.247659704,0.047279829,0.304136453,0.26700593,0.124551469,0.041147125,-0.187671661,-0.742702227,-0.198827252,0.127830135,1.139279548,-0.378829813,-0.287162519,0.984233995,-0.087474192,0.097599052,0.108780958,0.340864418,0.152585931,0.094901712,0.519026517,-0.153933502,-2.477138906,-2.320660099
0.156169899,0.013554758,0.123813674,0.012058393,-0.028000603,-0.107595637,0.113362982,0.060820398,0.210516993,0.049979491,-0.674400577,-0.153484693,0.0905707,1.567480076,-0.489147796,-0.316874511,1.301514474,-0.284123015,0.093221406,0.132071719,0.300029824,0.131550944,0.054415857,0.355926393,0.151831126,-2.572273052,-2.412632327
0.247814368,-0.710884758,-0.045981243,0.045174626,-0.117637108,0.117800641,-0.12232175,-0.317950827,0.020164975,-0.213125917,-0.762211664,-0.076328365,0.091883686,1.229415567,-0.514640351,-0.089670683,1.112137325,-0.165789936,0.007259775,0.108630139,0.303437694,0.300246914,0.106444602,0.492761578,-0.447206006,-2.260679802,-2.101803757
0.00869338,-0.020824889,0.010510108,0.017335414,-0.010562505,0.026518824,0.006361349,-0.020908645,-0.003933865,-0.027640334,-0.798988625,-0.213804299,0.114149229,1.180359209,-0.375830299,-0.2401772,0.990522583,-0.03081091,0.043098105,0.217115021,0.235818525,0.141707853,0.064174004,0.101449065,0.099854843,-2.33526087,-2.278567427
0.229099323,-0.158873579,-0.07159676,0.085403188,-0.059131243,-0.204243506,0.008830063,0.040108553,0.150197934,-0.341521918,-0.726170809,-0.200678988,0.147422723,1.203017883,-0.447518258,-0.108381547,0.845561067,-0.040309402,0.216293207,0.147431868,0.294337286,0.115571859,0.051127197,0.116662052,0.072529557,-2.171653605,-2.247112221
0.160586146,-0.854390787,-0.126796718,0.380538075,-0.049060651,-0.338276389,0.311247814,0.051903691,-0.040347321,-0.250479431,-0.759261522,-0.220548197,0.067454536,1.372303076,-0.365694932,-0.273182211,1.238270507,0.010367109,0.115121838,0.149362464,0.28043007,0.242638617,0.120212247,-0.327282506,-0.098528014,-2.456629802,-2.5158936
-0.047731423,-0.204117358,0.110373029,-0.189422576,-0.291699915,-0.290600717,0.095482239,-0.12674586,-0.077363197,0.126026968,-0.687718722,-0.222661458,0.099441471,1.464436776,-0.225367416,-0.364737839,1.454458387,-0.121243256,0.130264235,0.179561368,0.305353955,0.097663767,0.088164281,0.603067432,-0.198191613,-2.986770097,-2.406868148
-0.01873305,-0.024371686,-0.013796684,-0.010461149,0.024580236,0.001325536,-0.000640778,0.035216246,0.028025261,0.003436384,-0.674806493,-0.184532149,0.073139464,1.066034919,-0.302926101,-0.221874536,1.098093886,-0.17152459,0.049669408,0.169446836,0.221108049,0.319095593,0.064529142,0.04390084,0.065494967,-2.489330752,-2.312559848
-0.006952084,-0.011078491,-0.02108259,0.004216592,-0.001489414,-0.014876304,-0.002826309,0.007804757,0.003678995,-0.01127825,-0.814226049,-0.187182034,0.13548349,1.372515692,-0.182862658,0.13125943,1.127482826,-0.029354069,0.055206072,0.04354244,0.284472724,0.226590694,0.111013547,-0.131318122,-0.101402471,-2.013206894,-2.261995525
0.069284554,-0.181245589,-0.132040195,0.034006045,-0.117933302,-0.143400699,0.037052278,-0.101892719,0.030892095,0.077209448,-0.793070492,-0.18875245,0.060562466,1.316642946,-0.15686942,0.183865993,1.102951358,-0.137645975,0.002817595,0.103491143,0.280080991,0.263870811,0.051640535,-0.198632819,0.009417453,-2.093979886,-2.15522063
0.02136076,-0.055328867,0.12208589,0.046553107,0.036851076,-0.104854978,0.269538285,0.038387303,0.144851293,0.111061464,-0.704449782,-0.192424773,0.063189661,1.291522129,-0.316081749,0.082924004,1.174861228,-0.160104047,0.095243649,0.129779569,0.27470755,0.220982916,0.032246885,0.780456902,-0.187027937,-2.234541098,-2.186177378
0.174490393,-0.349961909,0.1717595,0.234002186,-0.154691655,-0.131985946,0.312381018,0.003796403,0.199071349,0.094503954,-0.695114015,-0.1849715,0.141548316,1.028013877,-0.168412272,0.140158673,1.14538853,-0.025037034,0.007332758,0.072812366,0.346126514,0.175887121,0.044696095,0.516634301,-0.068936131,-2.654065156,-2.3473932
-0.050530528,0.03622334,0.016089032,0.159797887,-0.182523442,-0.137418606,0.021291449,0.03251137,0.16465785,0.1374307,-0.749723999,-0.247141104,0.077146212,1.056894063,-0.19673306,-0.043016604,0.784323233,-0.198086705,0.020360755,0.094863412,0.305972266,0.177248278,0.121573541,0.102714799,0.137691759,-2.433235515,-2.43718829
-0.01119141,-0.17575763,0.20596732,0.161787508,-0.21157397,-0.107867831,0.031707008,-0.000439323,0.081747886,0.247906666,-0.737364967,-0.099509576,0.176912482,0.872063392,-0.12740136,-0.005029119,1.235204805,-0.027740897,-0.117065001,0.229104568,0.309661418,0.310464043,0.099884976,1.011597857,0.193220463,-2.861731845,-2.517567573
-0.096811486,-0.019206902,-0.087992034,-0.084375436,-0.008510997,-0.005281288,0.082214987,-0.075774284,-0.009499555,0.072574821,-0.747378748,-0.101946108,0.123015056,1.323402401,-0.434101678,-0.142337109,1.225624344,0.010527067,0.105812652,0.089830559,0.285980211,0.193635172,0.124447913,-0.263359897,-0.04593724,-2.133028738,-2.210181525
0.015134342,-1.028538648,0.68495774,-0.201439089,-0.281969479,-0.343059983,0.125865411,-0.178348449,-0.063402222,0.103209165,-0.616910527,-0.158027329,0.102702633,1.275114361,-0.52731171,-0.278540386,1.256759063,-0.06172223,-0.046267203,0.149289839,0.288157486,0.315033383,0.024634116,-0.100197598,-0.209728579,-2.332616404,-2.2610249
-0.100322938,-0.12784162,0.244770097,0.046661266,-0.060220818,-0.103799788,0.257600533,-0.009118496,-0.020699872,0.224007521,-0.797890823,-0.157473877,0.099318749,1.306148949,-0.362176896,-0.351120193,1.211841362,-0.108390426,-0.027213085,0.190512593,0.286854262,0.405431345,0.076704451,0.193443202,-0.088822389,-2.564364393,-2.504365756
-0.00818535,-0.128526107,-0.054529218,0.088570515,-0.190805919,-0.140172735,0.028842105,-0.036701412,-0.026266857,0.198840122,-0.743007677,-0.171549333,0.083167753,1.267575661,-0.202646856,-0.147156972,1.009609426,-0.205367496,0.006689432,0.129059822,0.325212186,0.276811212,0.094935625,0.242038825,-0.108106938,-2.413669556,-2.294984762
0.092510581,-0.028156661,0.025726314,0.183364808,0.047540454,-0.064140791,-0.025682308,-0.061011848,0.085273918,0.012196288,-0.705443342,-0.135814077,0.148486867,1.380485183,-0.494322251,-0.11672641,1.128744655,-0.045046922,0.154861157,0.203690066,0.300837682,0.081393205,0.155475775,0.4668688,-0.151418632,-2.233150712,-2.193639078
-0.259122114,-0.543157672,-0.138691045,0.017763244,-0.442017467,-0.572247656,-0.090779597,-0.191023515,-0.128930154,-0.263310419,-0.720749427,-0.192211203,0.126306424,1.516093418,-0.319457296,-0.303297933,1.329980136,-0.18748053,0.051337285,0.155161602,0.336936005,0.207085612,0.069091413,0.183921919,-0.166697489,-2.273112912,-2.122997066
0.001287355,-0.516857986,0.052301827,0.356234257,-0.109879828,-0.408421675,-0.152151308,0.041807167,-0.068054478,-0.113414386,-0.747614408,-0.088439228,0.117394837,1.210060505,-0.122979274,0.061234517,1.198760435,-0.127772513,-0.082214557,0.132599418,0.327017161,0.314093084,0.05761135,0.382946558,-0.004262012,-2.676234964,-2.424156311
0.042347748,0.027109826,-0.017256804,0.000453022,0.005178647,0.030070224,0.033534022,-0.006644367,0.042384147,-0.042280915,-0.684888082,-0.22801149,0.218925994,1.501860918,-0.352899283,-0.125620611,1.242861051,-0.161372161,0.092223749,0.191988715,0.261169238,0.212763371,0.098134584,0.459082655,-0.086511864,-2.764732203,-2.547055772
0.063527468,-0.335575602,-0.019495564,0.230304634,-0.028512735,-0.061233701,0.380814464,-0.293051416,-0.048468261,-0.27946449,-0.709006507,-0.223171997,0.071741647,1.141695576,-0.373126991,0.045143512,1.232567962,-0.009833568,0.190821205,0.176398722,0.237283778,0.2024813,0.097009045,0.226452441,0.037470062,-2.118034572,-2.147605106
0.015734198,0.023879011,-0.017343016,0.022466647,-0.017304832,0.112195595,0.064277452,-0.03593622,-0.059274736,-0.168995045,-0.66000386,-0.187173999,0.10648781,1.232023216,-0.295288789,0.159358256,1.346704047,0.02004686,-0.003037777,0.164312408,0.312663817,0.196145193,0.090914763,0.915675093,-0.102120411,-2.340283399,-2.147098537
0.005278666,-0.131769893,0.554367861,0.39402702,-0.02174939,-0.531433581,0.334088116,-0.151973269,0.098785911,-0.229126444,-0.697244413,-0.117507551,0.111357102,1.360302781,-0.414037082,-0.293009883,1.137917073,-0.03169475,0.077414664,0.167678044,0.285816625,0.104549425,0.123307443,0.107538967,-0.137573889,-2.193837407,-2.282788343
0.107999405,0.04243406,-0.048388766,0.230731928,-0.064127817,0.020823939,0.482029944,-0.014928553,-0.085085722,-0.019123114,-0.722943269,-0.185667415,0.058969341,1.269617742,-0.251953437,0.19073519,0.995700655,-0.154527495,-0.059998068,0.207584858,0.202294283,0.251628598,0.034403992,0.172109016,-0.021287017,-2.216449513,-2.189921973
0.044724892,-0.43622902,0.301018714,0.377995909,-0.039761369,-0.289096136,0.225203914,-0.047175612,0.052176356,0.134553039,-0.781522063,-0.190589445,0.155433225,1.65293027,-0.389487228,-0.404018671,1.499097947,-0.236620003,0.266648747,0.067585012,0.358692741,0.1797709,0.19919067,-0.10379308,-0.478878234,-2.439057622,-2.498171932
-0.040264633,-0.004330732,0.058486871,0.031318155,-0.058659598,-0.141716202,0.100962286,-0.034462779,0.067616681,-0.069928845,-0.697274575,-0.2151511,0.043703073,1.293361462,-0.265801004,-0.093549227,0.962421237,-0.072669805,0.118470872,0.069708069,0.324288243,0.234946994,0.015366688,0.140628548,-0.093286049,-2.327251787,-2.289467045
-0.101699327,-0.14334212,0.079792424,-0.087406481,-0.001127882,0.017554595,-0.040465637,-0.02308263,0.061360253,-0.034548423,-0.769118144,-0.124482527,0.060316838,1.224524007,-0.183615091,0.125901667,1.476711603,0.059556623,0.047783795,0.173896578,0.396862551,0.29626401,0.083018262,0.642947883,-0.365568451,-2.626665866,-2.382770028
-0.067769196,-0.358336544,0.005390701,0.476379037,-0.17743234,-0.422148581,-0.026814236,0.103760981,0.10193037,-0.050746343,-0.631791453,-0.16319401,0.103485124,1.163674915,-0.193200768,-0.010783016,1.016389799,-0.202171338,-0.114815721,0.072391435,0.375384678,0.355739532,0.092098585,0.521809875,0.10337959,-2.336999151,-2.21168889
0.115601794,-0.642244868,0.238414388,0.212218579,0.001313881,-0.221559223,0.29976544,-0.21573697,0.165804218,0.001190891,-0.747356322,-0.098139361,0.188011814,1.146043022,-0.299728993,0.022738739,0.946275662,-0.092987086,-0.031628943,0.194932522,0.33808323,0.257574083,0.162741435,0.077498816,0.007726613,-2.525772954,-2.43492014
0.014575471,-0.338399944,0.042410203,0.169584793,0.117634498,0.108646436,0.268494714,-0.010449325,0.049450854,0.119444107,-0.805384073,-0.235686984,-0.004272443,0.974385959,-0.077791434,0.158664221,0.884225335,-0.171578256,-0.013933119,0.100769227,0.316537466,0.189831119,0.153502931,-0.058828375,-0.00311522,-2.591991696,-2.389973416
0.046502912,-0.019625415,0.024440219,0.023797741,0.019556454,-0.100741356,-0.001209589,-0.018048143,0.018236176,-0.039001226,-0.813456316,-0.20866679,0.185036408,1.43114073,-0.18442519,0.051416058,1.248262223,-0.06145145,-0.009150738,0.167660346,0.220005759,0.144156243,0.055272759,0.398658966,-0.133510209,-2.657640441,-2.556411105
-0.064394021,-0.113331629,0.021738653,0.165526626,-0.224495913,0.003367025,0.098641424,0.097123741,0.048433747,-0.051377254,-0.697436364,-0.143881579,0.160751555,1.429816214,-0.376972867,0.016782766,1.151141869,-0.138851338,0.087172706,0.075381664,0.316336625,0.213744796,0.117991669,0.095212065,-0.207615342,-2.402655902,-2.318974258
-0.100358989,0.059471405,0.161650539,0.080203231,-0.171317406,-0.119867546,0.035158163,0.004373041,-0.026681586,0.143697284,-0.758291183,-0.141414152,0.092428101,1.070528135,0.068697209,0.202972089,1.154358114,-0.095323511,0.061595687,0.140384517,0.291768218,0.197724644,0.089067083,0.199653491,-0.120352405,-2.653798662,-2.438179024
0.083350938,-0.747757464,0.44407378,0.389215892,-0.164934961,-0.393448747,0.158414715,-0.077247073,0.217717027,0.367450442,-0.749676556,-0.10923399,0.047181918,1.183113415,-0.259573837,0.058170342,1.003187268,-0.190322815,-0.018357632,0.149454565,0.340494856,0.26704361,0.084107154,0.16784649,-0.088745453,-2.250268336,-2.259904294
0.054490004,0.034547389,0.007665287,-0.064475427,-0.058655784,-0.050274215,-0.033946572,-0.03930791,0.001355392,-0.042131996,-0.744200804,-0.156896177,0.121883491,1.178355536,-0.131070796,-0.116177273,0.880933934,-0.05860289,0.033299945,0.211649998,0.227258348,0.228047911,0.07006137,0.84154099,-0.188409368,-2.667310903,-2.470042508
0.005893503,-0.041175661,-0.022064344,0.024170968,-0.055326092,0.013119881,0.06080649,0.014894195,-0.051757914,-0.092007148,-0.789876966,-0.157061308,0.061709153,1.035308413,-0.323988399,-0.114638963,0.96156103,-0.137824311,0.035555772,0.153213707,0.305394565,0.231193122,0.065259949,0.105039144,-0.254767522,-2.23934373,-2.212447613
0.052801261,-0.067011615,0.407008397,0.123427144,-0.070542295,-0.092568026,0.265441173,0.128746808,0.189408983,-0.28682187,-0.817819973,-0.19999339,0.165065837,1.563693356,-0.109008886,0.37794508,1.278546179,-0.25632354,-0.064856828,0.138736389,0.285917987,0.250001789,0.044145382,0.629457308,-0.264101726,-2.667812202,-2.415941891
-0.018686662,-0.016666198,-0.047086349,0.006723167,-0.075547712,-0.011435185,0.076901917,-0.00259169,0.002184606,-0.00332388,-0.819304005,-0.138866974,0.004900552,1.196118174,-0.18252954,-0.023591001,0.970677321,-0.010674909,0.076330996,0.195507611,0.355862457,0.165314779,0.157849133,-0.120752923,-0.137700244,-2.294655639,-2.27627468
0.164551153,-0.115092339,-0.04323741,-0.1018142,-0.099788901,-0.202126771,0.283029655,-0.110930426,0.036862178,-0.083648269,-0.80370012,-0.154077368,0.133478577,1.30523483,-0.42786447,-0.045409688,1.317201757,-0.19186199,0.037298091,0.068607148,0.283523486,0.194873876,0.073854624,0.276205634,-0.11362066,-2.510291057,-2.243697365
0.012158725,-0.075850842,-0.009863194,0.102246252,-0.15515081,-0.105229808,-0.037396325,0.027387648,0.082693171,0.073928834,-0.701352709,-0.185302947,0.114059452,1.047986016,-0.054410257,0.033875176,1.089666819,-0.059175431,-0.001412546,0.135581722,0.260279395,0.290706895,0.096586057,0.258482314,-0.225477287,-2.389650877,-2.375237224
0.050922797,0.060058265,0.013014534,0.128748715,-0.123674714,0.095862931,0.054783854,0.055171795,0.018916555,0.054438206,-0.739144133,-0.227607567,0.139034313,1.157339189,-0.304192806,0.007367186,1.0299302,-0.109370979,0.081202164,0.174127595,0.27215602,0.164073143,0.059146161,0.188404185,0.022928379,-2.353298923,-2.310830564
-0.038384186,-0.138923731,0.092395466,0.079026513,-0.192200871,-0.170461091,0.200289505,0.007306578,0.086152481,-0.153164296,-0.634747749,-0.200856104,0.052987971,1.018775246,-0.256080515,-0.09544907,1.188209517,-0.046467015,0.037819838,0.140860106,0.254000272,0.231264775,0.063006557,0.190084602,-0.231257786,-2.253091593,-2.048452068
0.032529253,-0.06465734,-0.038861672,0.078436009,-0.097283986,-0.000451595,0.261291708,0.018477425,0.01263395,-0.006241712,-0.753506224,-0.151571542,0.02806392,1.386316851,-0.120834874,-0.086494726,1.163747402,-0.124412627,0.136866399,0.129920495,0.186328122,0.163207655,0.117930757,0.591855705,-0.021622386,-2.631787006,-2.392142388
0.100615743,-0.596243609,0.250081208,0.311701132,-0.22129598,-0.312947098,0.09224503,0.065434556,0.001938788,-0.255006421,-0.753132499,-0.237767966,0.114516994,1.333969453,-0.299211017,-0.071873832,0.980904553,-0.077093947,0.061166585,0.205425027,0.326280314,0.263292893,-0.025218501,0.210698157,-0.164783954,-2.445159371,-2.159483801
-0.032289049,-0.003174425,0.051278783,0.013719848,0.041819203,-0.006799324,-0.063993556,-0.029400412,-0.034305593,0.001432448,-0.721518052,-0.162210118,0.114036279,1.330993661,-0.232865242,-0.219868004,0.952609717,-0.053464152,-0.038664163,0.126966309,0.227012416,0.252317019,0.022259944,0.663552657,0.02550674,-2.668261947,-2.433946157
0.068236459,-0.078711893,0.015398435,0.027938104,-0.092041767,-0.172430265,-0.077482521,-0.035344888,-0.022749586,-0.047160604,-0.73666594,-0.198245186,0.103778611,1.245161848,-0.333224146,-0.147272156,1.100569578,-0.151868018,0.172171991,0.140102981,0.364183359,0.17720733,0.102686477,0.835768195,-0.064489077,-2.496179658,-2.303957124
-0.172814883,-0.347265397,0.164767807,-0.066332323,-0.148062651,-0.188164663,0.113704553,0.049868053,0.004727239,0.03334505,-0.785716021,-0.088577594,0.089102962,1.277371457,-0.335477119,-0.241891697,1.209742341,-0.111835606,-0.038917567,0.074649744,0.255211172,0.279284926,0.096438852,0.639109927,-0.147508449,-2.278706028,-2.219814105
-0.026946933,-0.131149931,0.036379214,0.017921027,0.024453216,0.075080048,0.065195794,-0.088633597,-0.019999027,-0.021966916,-0.640564381,-0.229202295,0.099047994,0.834952716,-0.223409903,-0.144572914,0.83272044,-0.155824678,0.158353473,0.176308952,0.22124905,0.27126032,0.08362686,0.021508374,-0.142289182,-2.512327454,-2.32292783
-0.070210236,0.092264953,0.365254413,0.055202425,-0.242645731,0.032529703,0.154128897,-0.160047344,-0.216061242,-0.10088847,-0.707298192,-0.183206517,0.134496052,1.064022564,-0.269781219,-0.171570245,1.000213513,-0.168959055,0.139096578,0.12169084,0.289169427,0.204698096,0.13497647,0.439174949,-0.064998435,-2.201605554,-2.190617273
-0.241853644,-0.345909715,0.042049548,-0.033113296,-0.311709342,-0.415476108,0.170034601,-0.044260496,-0.124818479,-0.294198135,-0.709607925,-0.18242841,0.075879028,1.282421745,-0.57534694,-0.485840959,1.123935252,0.069397795,0.248283311,0.243842853,0.237978704,0.040234129,0.0822338,0.159690529,-0.373803588,-2.013934482,-2.032957983
0.02581772,0.050905184,-0.045349938,0.044138646,-0.168637098,-0.135435823,-0.046723858,-0.003445919,-0.012332649,-0.037947041,-0.745638268,-0.204783319,0.124898982,1.234155127,-0.176980447,0.035832702,1.165132838,-0.091996299,-0.010360337,0.153402833,0.318812271,0.252589956,0.079761282,-0.056738643,-0.044914834,-2.106387698,-2.279667906
0.027650549,-0.063136739,0.09162617,-0.049139599,-0.212834863,-0.23042218,-0.000572123,0.08061117,0.0786838,-0.306124397,-0.731817226,-0.165365402,0.112223631,1.1797803,-0.342562802,-0.215634322,1.272921178,0.016568867,0.029340402,0.072628871,0.27127481,0.17131317,0.076093177,-0.007303699,0.07615195,-2.405358383,-2.514065092
-0.049054006,0.04558233,0.062953119,0.066147266,-0.155033983,-0.041901114,0.107222912,0.100983373,0.085380686,-0.133534748,-0.71073769,-0.212637325,0.147662154,1.06227267,-0.259540382,0.007284479,0.767275569,-0.064156907,-0.052553727,0.162015249,0.272344749,0.296175446,0.057206687,-0.124740795,-0.095545973,-2.285718657,-2.335741255
0.237887679,-0.028466197,-0.075013114,0.272759409,-0.02202174,0.373499139,0.201397961,-0.107610764,0.046025778,-0.082506805,-0.664984135,-0.1714615,0.087627137,0.864325255,-0.346422164,0.044984582,0.697716655,-0.293186221,0.025262433,0.125098155,0.299724527,0.28150205,0.134013675,0.154342237,-0.216725229,-2.02503777,-2.070753732
0.016713686,-0.141630885,0.342982171,0.227365847,-0.163651183,-0.066010587,0.085836137,0.117935437,-0.067301423,0.04205373,-0.657561686,-0.080986908,0.074495452,1.261658232,-0.350091273,-0.068301761,1.048771578,-0.146444136,0.012216865,0.232899627,0.287952465,0.268391828,0.124753773,0.339864791,0.095001042,-2.207429342,-2.263891737
0.004633433,0.01567974,0.120893471,0.038402752,-0.040966565,0.027354133,0.146183089,-0.011620721,0.137264632,-0.011908835,-0.765130432,-0.233880126,0.153131458,1.133525987,-0.054857266,-0.058265949,1.124717398,-0.033298043,0.208556466,0.198880964,0.297403108,0.208714027,0.164436794,0.319297341,-0.100816204,-3.002054815,-2.786206021
-0.048776433,0.073905488,0.019217904,0.066240209,-0.000335336,-0.01036799,0.09538361,0.003699872,0.002626763,-0.053146794,-0.748829674,-0.182171716,0.031352414,1.447615748,-0.180610778,0.112403795,1.302538077,-0.153759572,0.039403551,0.14555191,0.256822245,0.252257389,0.124765868,0.340217386,0.069946476,-2.307329812,-2.224503081
-0.11015186,-0.732035613,0.482995087,0.70575349,0.109633203,-0.048877631,0.082548749,0.385564795,0.360397395,0.265089001,-0.679873529,-0.144023591,0.044011688,1.44339718,-0.406641524,-0.069202585,1.266049501,-0.098000719,0.036308622,0.226492419,0.307129411,0.169710916,0.127780957,0.553131821,-0.083219925,-2.436772915,-2.346145273
